location,route,year,month,hour,distance,direction,지점명,level,cause_L,cause_S,dead,injury,acc_cars,week,weather,day_night,pattern,pave,dir_curv,slope,surface_condition,pavment_condition,car_type,car_standard,gender,age,defeat,arrive_time,ambulance_arrive_time,people_rescue_time,towtruck_arrive_time,rescue_time,block_time,handling_time,state,damage,최초사고지점_도로시설
울산지사,경부,2007,5,18,47.2,부산,본선,C,운전자과실,과속,0,0,1,화요일,비,야간,단독,콘크리트,직선,평탄,습기,양호,승용(JEEP),,여자,40~50,1,10,0,0,0,0,50,60,1,1475100,본선
울산지사,경부,2007,5,22,22.1,부산,석계B/S,C,운전자과실,과속,1,0,2,화요일,흐림,야간,추돌,콘크리트,직선,평탄,건조,양호,승용(자가),,남자,30~40,2,10,0,0,0,0,0,65,1,645000,정류장
울산지사,경부,2007,7,7,37.6,부산,본선,C,운전자과실,과속,0,0,1,일요일,비,주간,차-시설,콘크리트,직선,평탄,습기,양호,승합(소형),9인승,남자,50~60,1,10,0,0,0,0,0,35,1,2133000,본선
울산지사,경부,2007,7,0,65.4,부산,본선,C,운전자과실,주시태만,0,0,13,금요일,흐림,야간,기타,콘크리트,직선,평탄,건조,양호,승용(자가),,남자,,26,25,0,0,0,0,25,195,1,0,본선
울산지사,경부,2007,7,21,46.7,부산,본선,C,운전자과실,주시태만,0,0,6,월요일,흐림,야간,단독,콘크리트,직선,평탄,건조,양호,승용(자가),,남자,,12,5,0,0,0,0,0,65,1,0,본선
울산지사,경부,2007,10,9,43.6,부산,본선,C,운전자과실,과속,0,0,1,수요일,맑음,주간,차-시설,콘크리트,직선,평탄,건조,양호,화물(중형),2.5톤,남자,50~60,1,10,0,0,0,0,85,102,1,3240000,본선
울산지사,경부,2007,10,20,19,부산,본선,B,운전자과실,통행위반,1,0,2,일요일,비,야간,충돌,콘크리트,직선,내리막 3% 미만,습기,양호,특수차량,,남자,40~50,2,3,0,0,0,0,65,110,1,0,본선
울산지사,경부,2007,10,8,35.1,부산,본선,C,운전자과실,과속,0,0,1,월요일,비,주간,차-시설,콘크리트,직선,평탄,습기,양호,승합(중형),5톤탑인승,남자,40~50,2,10,0,0,0,0,0,20,1,1371200,본선
울산지사,경부,2007,11,6,40.2,부산,본선,B,운전자과실,주시태만,0,1,2,월요일,맑음,야간,추돌,아스팔트,직선,평탄,건조,양호,특수차량,,남자,30~40,2,5,0,0,0,0,135,135,3,9748500,본선
울산지사,경부,2007,11,5,44,부산,본선,C,운전자과실,과속,0,0,1,토요일,맑음,야간,차-시설,콘크리트,직선,평탄,건조,양호,승용(자가),,남자,20~30,1,20,0,0,0,0,10,20,1,505880,본선
울산지사,경부,2007,11,17,45.9,부산,본선,C,기타,기타,0,1,2,수요일,맑음,야간,기타,콘크리트,직선,평탄,건조,양호,트레일러,25톤,남자,40~50,4,15,0,0,0,0,25,30,1,1172780,본선
울산지사,경부,2007,12,1,19.7,부산,본선,C,운전자과실,과속,0,0,2,금요일,맑음,야간,차-시설,콘크리트,직선,평탄,건조,양호,승용(JEEP),,남자,30~40,3,20,0,0,0,0,25,45,1,641500,본선
울산지사,경부,2007,12,11,44,부산,본선,C,운전자과실,핸들과대조작,0,0,2,일요일,맑음,주간,추돌,콘크리트,직선,평탄,건조,양호,승용(자가),,여자,30~40,3,0,0,0,0,0,8,20,1,96500,본선
울산지사,경부,2007,12,0,35,부산,본선,B,기타,보행및횡단,1,0,1,수요일,맑음,야간,차-사람,콘크리트,직선,평탄,건조,양호,승용(자가),,남자,40~50,2,10,0,0,0,0,0,60,1,0,본선
울산지사,경부,2007,12,4,51.7,부산,본선,C,운전자과실,핸들과대조작,0,0,1,화요일,맑음,야간,차-시설,콘크리트,직선,평탄,건조,양호,승용(영업),,여자,20~30,1,15,0,0,0,0,0,20,1,335000,본선
울산지사,경부,2007,12,10,16.8,부산,본선,C,차량결함,타이어 파손,0,0,1,화요일,맑음,주간,차-시설,콘크리트,직선,평탄,건조,양호,승용(자가),,남자,20~30,1,15,0,0,0,0,0,30,1,474600,본선
울산지사,경부,2007,12,15,64.8,부산,본선,B,운전자과실,주시태만,0,14,2,수요일,흐림,주간,추돌,콘크리트,좌커브 500 이상,평탄,건조,양호,승합(대형),45인승,남자,50~60,2,0,0,0,0,0,102,102,1,0,본선
울산지사,경부,2007,12,21,26.2,부산,본선,C,운전자과실,주시태만,0,0,9,금요일,흐림,야간,기타,콘크리트,직선,평탄,습기,양호,승용(자가),,남자,,18,20,0,0,0,0,0,70,1,0,본선
양산지사,경부,2007,1,7,4,부산,본선,C,운전자과실,과속,0,0,1,수요일,맑음,주간,단독,콘크리트,직선,평탄,건조,양호,화물(대형),25톤,남자,40~50,1,15,0,0,0,0,60,60,3,990000,본선
양산지사,경부,2007,1,19,4.4,부산,출구 2번 요금소,C,운전자과실,기타,0,0,1,금요일,흐림,야간,차-시설,콘크리트,직선,평탄,건조,양호,트레일러,25톤,남자,30~40,2,10,0,0,0,0,0,50,1,1173800,TG
양산지사,경부,2007,6,9,4,부산,부산방향,C,운전자과실,주시태만,0,0,1,금요일,맑음,주간,차-시설,콘크리트,직선,평탄,건조,양호,트레일러,25톤,남자,40~50,2,20,0,0,0,0,20,20,1,660000,TG
양산지사,경부,2007,8,6,12.2,부산,양산JCDT,C,운전자과실,과속,0,0,1,화요일,비,주간,차-시설,아스팔트,우커브 500 이상,오르막,습기,양호,트레일러,27톤,남자,40~50,2,5,0,0,0,0,5,5,1,681840,램프
양산지사,경부,2007,12,16,5.9,부산,노포영업소,C,차량결함,제동장치,0,0,1,수요일,맑음,주간,차-시설,콘크리트,직선,평탄,건조,양호,승용(자가),,여자,50~60,1,10,0,0,0,0,0,50,1,2536000,TG
수원지사,경부,2008,1,14,407,부산,판교I/C(부)진출램프,C,운전자과실,졸음,0,0,2,토요일,맑음,주간,차-시설,아스팔트,우커브 500 미만,오르막,건조,양호,승용(자가),,남자,45,2,5,0,0,0,0,10,15,1,1950000,램프
수원지사,경부,2008,1,12,378.2,부산,오산I/C램프(부),C,운전자과실,핸들과대조작,0,0,1,월요일,안개,주간,차-시설,아스팔트,우커브 500 미만,내리막 3% 이상,습기,양호,승용(자가),,남자,45,1,10,0,0,0,0,5,20,1,546318,램프
수원지사,경부,2008,1,13,402.6,부산,서울TG 하이패스입구 11번차로,C,차량결함,제동장치,0,0,1,월요일,눈,주간,차-시설,아스팔트,직선,평탄,습기,양호,화물(중형),2.5톤,남자,55,1,10,0,0,0,0,30,30,1,4000000,TGHi
수원지사,경부,2008,1,7,399.9,부산,본선,C,운전자과실,졸음,0,0,1,수요일,맑음,주간,차-시설,아스팔트,직선,평탄,건조,양호,화물(소형),2.5톤,남자,35,1,13,0,0,0,0,95,95,3,5652444,본선
수원지사,경부,2008,1,14,382.5,부산,본선,C,운전자과실,주시태만,0,1,3,수요일,맑음,주간,차-시설,아스팔트,직선,평탄,건조,양호,화물(대형),25톤,남자,45,5,13,0,0,0,0,0,15,1,530258,본선
수원지사,경부,2008,2,8,374.5,부산,본선,C,운전자과실,졸음,0,0,2,금요일,맑음,주간,차-시설,아스팔트,좌커브 500 이상,내리막 3% 미만,건조,양호,승용(자가),,남자,25,2,17,0,0,0,0,30,35,1,313621,본선
수원지사,경부,2008,2,6,392,부산,본선,C,운전자과실,졸음,0,0,1,토요일,맑음,야간,차-시설,아스팔트,직선,평탄,건조,양호,특수차량,,남자,45,2,2,0,0,0,0,30,45,1,4175054,본선
수원지사,경부,2008,2,4,410.1,부산,본선,C,운전자과실,핸들과대조작,0,0,1,목요일,맑음,야간,차-시설,아스팔트,직선,내리막 3% 이상,건조,양호,승용(자가),,남자,35,1,0,0,0,0,0,5,35,1,0,본선
수원지사,경부,2008,3,18,409.2,부산,본선,C,운전자과실,안전거리미확보,0,0,1,월요일,맑음,야간,차-시설,아스팔트,직선,내리막,건조,양호,승용(자가),,여자,25,1,15,0,0,0,0,0,35,1,5280000,본선
수원지사,경부,2008,3,4,384.1,부산,본선,C,운전자과실,핸들과대조작,0,0,3,일요일,맑음,야간,차-시설,아스팔트,좌커브 500 이상,내리막 3% 미만,건조,양호,승용(자가),,여자,45,4,10,0,0,0,0,40,40,1,456000,본선
수원지사,경부,2008,3,9,365.2,부산,본선,C,운전자과실,과속,0,0,1,월요일,맑음,주간,차-시설,아스팔트,직선,평탄,건조,양호,승용(자가),,남자,20,1,5,0,0,0,0,10,15,1,627242,본선
수원지사,경부,2008,3,12,386,부산,신기흥TG 출구3번,C,운전자과실,졸음,0,0,1,금요일,맑음,주간,차-시설,콘크리트,직선,평탄,건조,양호,승용(자가),,남자,45,2,5,0,0,0,0,5,5,1,396100,TG
수원지사,경부,2008,3,2,407.2,부산,수지진출부,C,운전자과실,졸음,0,3,2,월요일,흐림,야간,차-시설,아스팔트,우커브 500 미만,평탄,습기,양호,화물(대형),16톤,남자,55,1,10,0,0,0,0,55,75,1,7218730,램프
수원지사,경부,2008,4,4,361.1,부산,본선,C,운전자과실,졸음,0,0,1,수요일,비,야간,단독,콘크리트,직선,평탄,습기,양호,승용(자가),,남자,25,1,15,0,0,0,0,0,20,1,398913,본선
수원지사,경부,2008,4,2,373.5,부산,본선,C,기타,기타,0,0,1,월요일,맑음,야간,차-시설,아스팔트,직선,내리막 3% 미만,건조,양호,승용(자가),,여자,45,2,6,0,0,0,0,30,30,1,1471067,본선
수원지사,경부,2008,5,18,370.4,부산,본선,C,차량결함,타이어 파손,0,0,2,화요일,맑음,주간,차-시설,아스팔트,직선,오르막 3% 미만,건조,양호,승합(소형),9인승,남자,55,2,8,0,0,0,0,0,45,1,387936,본선
수원지사,경부,2008,5,17,406.6,부산,본선,C,기타,노면잡물,0,0,8,목요일,맑음,주간,기타,콘크리트,직선,평탄,건조,양호,승용(자가),,남자,unknown,16,15,0,0,0,0,5,35,1,0,본선
수원지사,경부,2008,6,17,411.2,부산,상적교,C,운전자과실,기타,0,0,1,화요일,비,주간,차-시설,콘크리트,직선,평탄,습기,양호,기타,,미상,unknown,2,10,0,0,0,0,0,15,1,0,교량
수원지사,경부,2008,6,19,398.6,부산,본선,C,운전자과실,과속,0,0,1,화요일,비,야간,차-시설,아스팔트,직선,내리막 3% 미만,습기,양호,승용(자가),,남자,35,2,10,0,0,0,0,20,30,1,1974257,본선
수원지사,경부,2008,6,21,373.1,부산,본선,C,운전자과실,음주,0,0,2,토요일,맑음,야간,차-시설,아스팔트,직선,평탄,건조,양호,승용(JEEP),,남자,45,3,15,0,0,0,0,22,22,1,649911,본선
수원지사,경부,2008,6,20,387.1,부산,본선,C,운전자과실,핸들과대조작,0,0,2,금요일,맑음,야간,차-시설,아스팔트,직선,평탄,건조,양호,화물(대형),9.5톤,남자,45,3,5,0,0,0,0,50,60,1,326502,본선
수원지사,경부,2008,6,14,414,부산,본선,C,운전자과실,주시태만,0,0,2,수요일,맑음,주간,추돌,아스팔트,직선,오르막 3% 이상,건조,양호,화물(소형),1톤,남자,35,3,20,0,0,0,0,30,30,1,0,본선
수원지사,경부,2008,7,5,402.4,부산,본선,C,운전자과실,과속,0,0,1,목요일,비,야간,차-시설,아스팔트,직선,오르막 3% 미만,습기,양호,승용(JEEP),,남자,35,1,0,0,0,0,0,20,20,1,936864,본선
수원지사,경부,2008,7,6,369,부산,본선,C,운전자과실,과속,0,0,1,일요일,비,주간,차-시설,아스팔트,직선,오르막 3% 미만,습기,양호,승용(자가),,남자,35,1,10,0,0,0,0,1,20,1,410605,본선
수원지사,경부,2008,7,17,364.8,부산,본선,C,운전자과실,과속,0,0,1,수요일,비,주간,차-시설,아스팔트,직선,내리막 3% 미만,습기,양호,화물(중형),5톤,남자,45,2,0,0,0,0,0,65,85,3,2079031,본선
수원지사,경부,2008,7,10,378.2,부산,오산I/C진출램프,C,운전자과실,과속,0,0,1,토요일,비,주간,차-시설,아스팔트,우커브 500 미만,내리막 3% 미만,습기,양호,승용(자가),,여자,45,1,10,0,0,0,0,15,15,1,313621,램프
수원지사,경부,2008,8,5,399,부산,본선,C,차량결함,타이어 파손,0,0,1,금요일,맑음,야간,차-시설,아스팔트,직선,평탄,건조,양호,화물(소형),1톤,남자,55,1,5,0,0,0,0,30,30,3,1469259,본선
수원지사,경부,2008,8,11,387,부산,기흥육교,C,운전자과실,주시태만,0,0,1,수요일,맑음,주간,차-시설,아스팔트,직선,평탄,건조,양호,화물(소형),1톤,남자,55,2,20,0,0,0,0,10,30,1,1380000,교량
수원지사,경부,2008,8,17,403,부산,서울T/G 입구11번,C,운전자과실,주시태만,0,0,2,목요일,맑음,주간,추돌,콘크리트,직선,평탄,건조,양호,승용(자가),,남자,45,3,10,0,0,0,0,20,25,1,2450000,TGHi
수원지사,경부,2008,8,2,391.9,부산,본선,C,운전자과실,과속,0,0,1,토요일,비,야간,차-시설,아스팔트,직선,오르막 3% 미만,습기,양호,화물(소형),1톤,남자,60,1,5,0,0,0,0,15,20,3,1142757,본선
수원지사,경부,2008,8,18,364.8,부산,본선,C,운전자과실,과속,0,0,2,금요일,비,주간,차-시설,아스팔트,직선,오르막 3% 미만,습기,양호,화물(중형),5톤,남자,45,2,13,0,0,0,0,60,100,3,11010281,본선
수원지사,경부,2008,8,3,369.7,부산,본선,C,운전자과실,음주,0,0,1,수요일,맑음,야간,차-시설,아스팔트,직선,오르막 3% 미만,건조,양호,승용(JEEP),,남자,45,1,20,0,0,0,0,0,20,1,231126,본선
수원지사,경부,2008,9,1,361.8,부산,본선,B,기타,기타,2,0,2,화요일,흐림,야간,충돌,아스팔트,직선,내리막,습기,양호,화물(중형),5톤,남자,unknown,2,10,0,0,0,0,165,165,3,326502,본선
수원지사,경부,2008,9,10,368.4,부산,본선,C,차량결함,타이어 파손,0,1,1,화요일,흐림,주간,단독,아스팔트,우커브 500 이상,오르막 3% 미만,건조,양호,화물(소형),1톤,남자,55,0,20,0,0,0,0,0,70,3,506605,본선
수원지사,경부,2008,10,5,384.8,부산,본선,C,운전자과실,졸음,0,2,2,목요일,맑음,야간,차-시설,아스팔트,직선,오르막 3% 미만,건조,양호,승용(자가),,남자,25,4,10,0,0,0,0,25,25,3,1487191,본선
수원지사,경부,2008,10,12,378,부산,오산I/C램프(진출),C,운전자과실,과속,0,0,1,금요일,맑음,주간,차-시설,아스팔트,좌커브 500 이상,내리막 3% 미만,건조,양호,승용(자가),,남자,unknown,2,10,0,0,0,0,0,20,1,873485,램프
수원지사,경부,2008,10,2,391,부산,본선,C,운전자과실,졸음,0,0,2,토요일,맑음,야간,차-시설,아스팔트,직선,평탄,건조,양호,승용(자가),,남자,25,4,5,0,0,0,0,25,25,1,621898,본선
수원지사,경부,2008,10,17,364,부산,본선,C,운전자과실,과속,0,0,1,수요일,비,주간,차-시설,아스팔트,직선,오르막 3% 미만,습기,양호,화물(중형),2.5톤,남자,35,2,25,0,0,0,0,0,35,1,947106,본선
수원지사,경부,2008,10,23,368.8,부산,본선,C,운전자과실,졸음,0,0,2,일요일,맑음,야간,차-시설,아스팔트,우커브 500 이상,오르막 3% 미만,건조,양호,승용(자가),,남자,25,3,10,0,0,0,0,15,15,1,370311,본선
수원지사,경부,2008,11,2,412,부산,본선,C,차량결함,타이어 파손,0,0,5,수요일,맑음,야간,차-시설,아스팔트,직선,평탄,건조,양호,화물(소형),1톤,남자,35,9,10,0,0,0,0,45,55,3,958185,본선
수원지사,경부,2008,11,16,393.4,부산,본선,B,운전자과실,안전거리미확보,1,14,3,토요일,비,주간,추돌,아스팔트,직선,평탄,습기,양호,승합(대형),45인승,남자,unknown,2,20,0,0,0,0,90,95,1,0,본선
수원지사,경부,2008,11,0,398.4,부산,본선,C,운전자과실,핸들과대조작,0,0,2,일요일,흐림,야간,차-시설,아스팔트,직선,내리막 3% 미만,건조,양호,승용(자가),,남자,25,3,13,0,0,0,0,15,35,1,489753,본선
수원지사,경부,2008,11,23,369.1,부산,본선,C,운전자과실,졸음,0,0,2,화요일,맑음,야간,차-시설,아스팔트,좌커브 500 이상,오르막 3% 미만,건조,양호,화물(중형),11톤,남자,35,1,10,0,0,0,0,60,75,1,836622,본선
수원지사,경부,2008,11,12,364,부산,본선,C,운전자과실,과속,0,0,1,목요일,비,주간,차-시설,아스팔트,직선,내리막 3% 미만,습기,양호,화물(중형),5톤,남자,45,1,15,0,0,0,0,35,35,1,1774138,본선
수원지사,경부,2008,11,16,403,부산,서울영업소,C,운전자과실,졸음,0,0,1,일요일,흐림,주간,차-시설,콘크리트,직선,평탄,건조,양호,화물(소형),1톤,남자,45,1,10,0,0,0,0,20,15,1,6831000,TG
수원지사,경부,2008,12,5,392.2,부산,수원영업소,C,운전자과실,주시태만,0,0,1,토요일,흐림,야간,차-시설,아스팔트,직선,평탄,건조,양호,트레일러,25톤,남자,35,2,5,0,0,0,0,0,5,1,363000,TG
수원지사,경부,2008,12,7,397.1,부산,본선,C,운전자과실,음주,0,0,3,토요일,흐림,주간,차-시설,콘크리트,직선,오르막 3% 미만,건조,양호,승용(자가),,남자,35,6,12,0,0,0,0,80,75,1,2907000,본선
수원지사,경부,2008,12,3,406.4,부산,본선,C,운전자과실,음주,0,1,2,수요일,맑음,야간,차-시설,아스팔트,직선,평탄,건조,양호,승용(자가),,남자,25,2,5,0,0,0,0,45,50,1,642196,본선
천안지사,경부,2008,1,5,344.5,부산,본선,C,운전자과실,졸음,0,1,1,목요일,맑음,야간,차-시설,아스팔트,우커브 500 이상,평탄,건조,양호,화물(중형),2.5톤,남자,45,2,15,0,0,0,0,5,20,1,1385520,본선
천안지사,경부,2008,1,8,355.9,부산,본선,C,차량결함,조향장치,0,0,1,토요일,맑음,주간,차-시설,아스팔트,직선,평탄,건조,양호,트레일러,28톤,남자,45,2,10,0,0,0,0,0,20,1,539660,본선
천안지사,경부,2008,1,22,330.2,부산,목천ic램프,B,운전자과실,과속,1,0,1,목요일,맑음,야간,단독,아스팔트,우커브 500 이상,내리막 3% 미만,건조,양호,트레일러,40톤,남자,45,2,9,0,0,0,0,37,59,3,3637420,램프
천안지사,경부,2008,2,23,321.7,부산,본선,C,운전자과실,주시태만,0,0,1,토요일,맑음,야간,차-시설,아스팔트,우커브 500 이상,평탄,건조,양호,승용(영업),,여자,25,1,20,0,0,0,0,0,40,1,636700,본선
천안지사,경부,2008,2,3,343.7,부산,망향휴게소진입부,C,운전자과실,졸음,0,1,1,금요일,맑음,야간,단독,아스팔트,직선,내리막 3% 미만,건조,양호,화물(대형),11.5톤,남자,45,1,7,0,0,0,0,40,42,1,9710000,진출입부
천안지사,경부,2008,3,9,319,부산,본선,C,운전자과실,졸음,0,1,2,금요일,맑음,주간,추돌,아스팔트,직선,평탄,건조,양호,승용(자가),,남자,45,4,0,0,0,0,0,0,35,1,415390,본선
천안지사,경부,2008,3,3,329.9,부산,본선,C,운전자과실,핸들과대조작,0,0,1,일요일,맑음,야간,단독,아스팔트,우커브 500 이상,내리막 3% 미만,건조,양호,승용(자가),,여자,25,1,5,0,0,0,0,20,20,1,415390,본선
천안지사,경부,2008,3,0,320,부산,본선,C,운전자과실,과속,0,0,1,일요일,비,야간,단독,아스팔트,좌커브 500 이상,오르막 3% 미만,습기,양호,승용(자가),,여자,25,2,25,0,0,0,0,5,40,1,1203590,본선
천안지사,경부,2008,4,21,353.7,부산,본선,C,운전자과실,핸들과대조작,0,0,1,화요일,맑음,야간,단독,아스팔트,직선,평탄,건조,양호,승용(자가),,여자,45,2,5,0,0,0,0,15,20,3,760970,본선
천안지사,경부,2008,4,2,314.7,부산,본선,C,운전자과실,핸들과대조작,0,0,1,일요일,흐림,야간,차-시설,아스팔트,우커브 500 이상,내리막 3% 미만,건조,양호,승용(자가),,여자,25,1,21,0,0,0,0,0,28,1,539660,본선
천안지사,경부,2008,4,20,325,부산,본선,C,운전자과실,주시태만,0,0,2,화요일,맑음,야간,차-시설,아스팔트,직선,내리막,건조,양호,승합(대형),45인승,남자,55,2,13,0,0,0,0,0,85,1,2110800,본선
천안지사,경부,2008,5,2,347,부산,본선,C,운전자과실,음주,0,1,2,수요일,맑음,야간,차-시설,콘크리트,직선,평탄,건조,양호,승합(소형),9인승,남자,unknown,4,15,0,0,0,0,1,35,1,2170520,본선
천안지사,경부,2008,5,4,345,부산,본선,C,운전자과실,주시태만,0,0,1,목요일,맑음,야간,차-시설,아스팔트,직선,평탄,건조,양호,화물(중형),5톤,남자,25,1,20,0,0,0,0,40,50,1,3081890,본선
천안지사,경부,2008,5,5,343.7,부산,본선,C,운전자과실,졸음,0,0,2,일요일,흐림,주간,차-시설,아스팔트,직선,평탄,건조,양호,승용(자가),,남자,25,3,5,0,0,0,0,5,15,1,1262670,본선
천안지사,경부,2008,7,7,342.3,부산,본선,C,운전자과실,기타,0,4,4,월요일,흐림,주간,차-시설,아스팔트,직선,평탄,건조,양호,화물(대형),25톤,남자,45,4,2,0,0,0,0,50,57,5,1189720,본선
천안지사,경부,2008,7,5,357.4,부산,본선,B,운전자과실,핸들과대조작,1,0,2,수요일,비,야간,추돌,아스팔트,직선,평탄,습기,양호,승합(소형),11인승,남자,55,3,5,0,0,0,0,155,165,1,0,본선
천안지사,경부,2008,8,6,305.1,부산,청주I/C,C,운전자과실,과속,0,0,1,토요일,비,주간,차-시설,아스팔트,우커브 500 미만,오르막,습기,양호,승용(JEEP),,여자,35,1,19,0,0,0,0,0,55,3,2521620,램프
천안지사,경부,2008,8,10,305.2,부산,청주IC램프,C,운전자과실,핸들과대조작,0,0,1,금요일,맑음,주간,단독,아스팔트,우커브 500 미만,오르막 3% 미만,건조,양호,화물(중형),8톤,남자,45,2,12,0,0,0,0,8,25,1,1386470,램프
천안지사,경부,2008,9,19,335,부산,본선,C,운전자과실,핸들과대조작,0,0,1,월요일,비,야간,차-시설,아스팔트,직선,평탄,습기,양호,승용(JEEP),,남자,45,2,12,0,0,0,0,0,13,1,1117110,본선
천안지사,경부,2008,9,5,353.2,부산,본선,C,운전자과실,주시태만,0,1,1,화요일,맑음,주간,단독,아스팔트,직선,평탄,건조,양호,화물(소형),1톤,남자,55,2,25,0,0,0,0,20,40,3,1520990,본선
천안지사,경부,2008,9,5,324,부산,천안휴게소가속램프,C,운전자과실,핸들과대조작,0,0,1,일요일,맑음,야간,단독,아스팔트,좌커브 500 이상,평탄,건조,양호,승용(자가),,남자,45,1,25,0,0,0,0,0,57,4,1774500,휴게소
천안지사,경부,2008,9,13,340,부산,본선,C,운전자과실,통행위반,0,0,1,토요일,비,주간,단독,아스팔트,직선,오르막 3% 이상,습기,양호,승용(자가),,남자,35,1,8,0,0,0,0,0,13,1,1390000,본선
천안지사,경부,2008,10,11,341.1,부산,본선,C,운전자과실,주시태만,0,0,2,화요일,맑음,주간,차-시설,아스팔트,우커브 500 미만,내리막,건조,양호,화물(대형),18톤,남자,45,3,12,0,0,0,0,0,26,1,913820,본선
천안지사,경부,2008,10,7,305,부산,청주나들목,C,운전자과실,졸음,0,0,1,일요일,흐림,주간,단독,아스팔트,직선,내리막 3% 이상,건조,양호,승용(자가),,남자,25,1,20,0,0,0,0,5,35,3,1092330,진출입부
천안지사,경부,2008,10,8,359.4,부산,본선,C,운전자과실,핸들과대조작,0,0,1,일요일,맑음,주간,차-시설,아스팔트,직선,평탄,건조,양호,승용(자가),,남자,25,1,17,0,0,0,0,5,27,1,1151380,본선
천안지사,경부,2008,10,10,340,부산,천안영업소출구2번부스,C,운전자과실,주시태만,0,0,2,금요일,비,주간,차-시설,콘크리트,직선,평탄,습기,양호,화물(소형),2.5톤,남자,45,4,10,0,0,0,0,2,13,1,2383700,TG
천안지사,경부,2008,11,3,354.6,부산,본선,C,운전자과실,졸음,0,1,2,화요일,맑음,야간,추돌,아스팔트,직선,내리막 3% 미만,건조,양호,화물(중형),5톤,남자,35,2,35,0,0,0,0,55,90,4,4677910,본선
천안지사,경부,2008,11,13,310.2,부산,본선,C,운전자과실,과속,0,0,2,목요일,맑음,주간,차-시설,아스팔트,우커브 500 이상,평탄,건조,양호,승용(자가),,남자,35,3,25,0,0,0,0,30,35,1,1424400,본선
천안지사,경부,2008,11,21,360,부산,안성TG하이패스,C,운전자과실,기타,0,0,1,일요일,맑음,야간,차-시설,아스팔트,직선,평탄,건조,양호,트레일러,25톤,남자,55,2,0,0,0,0,0,0,35,1,1099000,TGHi
천안지사,경부,2008,12,23,314.9,부산,본선,C,운전자과실,졸음,0,1,1,토요일,맑음,야간,차-시설,아스팔트,좌커브 500 이상,평탄,건조,양호,승용(자가),,남자,45,2,25,0,0,0,0,5,45,1,1458430,본선
천안지사,경부,2008,12,24,330,부산,본선,C,운전자과실,과속,0,0,1,화요일,눈,야간,단독,아스팔트,우커브 500 이상,내리막 3% 미만,습기,양호,승용(자가),,남자,25,1,0,0,0,0,0,10,25,1,1287120,본선
대전지사,경부,2008,1,5,282.6,부산,본선,C,운전자과실,졸음,0,0,1,일요일,맑음,야간,차-시설,아스팔트,직선,오르막,건조,양호,승용(자가),,남자,25,1,20,0,0,0,0,0,45,1,1271220,본선
대전지사,경부,2008,1,3,295.7,부산,본선,C,운전자과실,과속,0,0,3,일요일,맑음,야간,차-시설,아스팔트,우커브 500 미만,내리막 3% 미만,건조,양호,승용(자가),,남자,45,4,30,0,0,0,0,20,40,3,1765370,본선
대전지사,경부,2008,3,11,295,부산,본선,C,운전자과실,졸음,0,0,1,월요일,맑음,주간,차-시설,아스팔트,좌커브 500 이상,평탄,건조,양호,화물(중형),5톤,남자,55,1,30,0,0,0,0,20,80,4,3856600,본선
대전지사,경부,2008,3,17,297.8,부산,본선,C,운전자과실,졸음,0,3,3,일요일,맑음,주간,충돌,아스팔트,좌커브 500 이상,평탄,건조,양호,승용(자가),,남자,25,5,0,0,0,0,0,37,67,1,0,본선
대전지사,경부,2008,3,7,291.6,부산,본선,C,운전자과실,졸음,0,0,1,화요일,맑음,주간,차-시설,아스팔트,직선,평탄,건조,양호,승용(자가),,남자,35,0,20,0,0,0,0,0,30,4,2592170,본선
대전지사,경부,2008,3,9,270,부산,대전터널,B,운전자과실,핸들과대조작,1,0,1,금요일,맑음,주간,차-시설,콘크리트,직선,평탄,건조,양호,승용(자가),,남자,25,2,17,0,0,0,0,20,25,1,165000,터널
대전지사,경부,2008,4,10,292.7,부산,본선,C,운전자과실,핸들과대조작,0,0,2,금요일,맑음,주간,차-시설,아스팔트,좌커브 500 이상,내리막,건조,양호,승용(자가),,남자,35,4,0,0,0,0,0,22,25,1,331430,본선
대전지사,경부,2008,4,16,292.2,부산,본선,C,운전자과실,핸들과대조작,0,0,1,수요일,맑음,주간,단독,아스팔트,직선,내리막 3% 미만,건조,양호,승합(소형),9인승,남자,45,1,0,0,0,0,0,0,15,1,2395190,본선
대전지사,경부,2008,5,2,301.8,부산,본선,C,운전자과실,핸들과대조작,0,0,1,일요일,맑음,야간,차-시설,아스팔트,우커브 500 이상,내리막 3% 미만,건조,양호,승용(자가),,남자,35,0,15,0,0,0,0,0,30,4,1909390,본선
대전지사,경부,2008,5,14,282.6,부산,본선,C,운전자과실,졸음,0,0,2,화요일,맑음,주간,차-시설,아스팔트,직선,오르막 3% 미만,건조,양호,화물(대형),17톤,남자,55,3,10,0,0,0,0,110,130,1,4079400,본선
대전지사,경부,2008,6,14,277.9,부산,회덕JCT,C,운전자과실,주시태만,0,0,1,토요일,맑음,주간,차-시설,아스팔트,직선,평탄,건조,양호,승용(자가),,남자,35,2,0,0,0,0,0,0,5,1,507000,램프
대전지사,경부,2008,6,23,268.5,부산,본선,B,운전자과실,안전거리미확보,1,1,2,목요일,맑음,야간,차-시설,아스팔트,좌커브 500 미만,내리막 3% 미만,건조,양호,트레일러,25톤,남자,35,3,15,0,0,0,0,60,75,1,554450,본선
