location,route,direction,distance,level,year,month,week,day_night,hour,weather,age,gender,cause_L,cause_S,pattern,pave,dir_curv,slope,surface_condition,pavment_condition,car_type,car_standard,최초사고지점_도로시설,지점명,dead,injury,acc_cars,defeat,state,arrive_time,ambulance_arrive_time,people_rescue_time,towtruck_arrive_time,rescue_time,block_time,handling_time,damage,danger_point
동서울지사,서울외곽순환,퇴계원,12.9,C,2005,9,금요일,주간,12,맑음,50,남자,차량결함,타이어 파손,단독,콘크리트,직선,평탄,건조,양호,화물(소형),1톤,본선,본선,0,1,1,1,4,5,0,0,0,0,25,25,1444400,130
동서울지사,서울외곽순환,퇴계원,26.9,C,2005,9,목요일,야간,18,흐림,30,남자,운전자과실,주시태만,단독,콘크리트,직선,평탄,건조,양호,승합(대형),45인승,TG,구리,0,0,1,2,2,10,0,0,0,0,15,15,693000,85
동서울지사,서울외곽순환,퇴계원,26.3,C,2005,10,금요일,주간,8,비,40,남자,운전자과실,핸들과대조작,차-시설,아스팔트,우커브 500 미만,내리막 3% 미만,습기,양호,승합(중형),12인승,본선,본선,0,0,1,1,2,25,0,0,0,0,30,30,765600,70
동서울지사,서울외곽순환,퇴계원,33.1,C,2005,10,금요일,주간,16,맑음,20,여자,운전자과실,졸음,단독,아스팔트,직선,평탄,건조,양호,승용(자가),,램프,퇴계원I/C램프,0,0,1,1,2,15,0,0,0,0,0,25,844000,70
동서울지사,서울외곽순환,퇴계원,32.3,B,2005,10,일요일,주간,16,맑음,0,남자,운전자과실,졸음,차-시설,콘크리트,우커브 500 미만,평탄,건조,양호,승용(자가),,본선,본선,1,1,1,1,2,8,0,0,0,0,25,25,0,200
동서울지사,서울외곽순환,퇴계원,33.1,C,2005,11,화요일,주간,10,맑음,50,남자,차량결함,제동장치,차-시설,아스팔트,우커브 500 이상,내리막,건조,양호,화물(대형),9.5톤,램프,퇴계원,0,0,1,1,4,5,0,0,0,0,55,55,1382700,100
동서울지사,서울외곽순환,퇴계원,5.1,C,2005,11,수요일,주간,13,맑음,30,남자,차량결함,제동장치,차-시설,콘크리트,직선,평탄,건조,양호,화물(중형),5톤,TG,성남,0,0,1,2,4,5,0,0,0,0,40,40,1686900,115
동서울지사,서울외곽순환,퇴계원,23.6,C,2005,11,월요일,야간,0,흐림,20,남자,운전자과실,핸들과대조작,차-시설,아스팔트,직선,오르막 3% 미만,건조,양호,승용(JEEP),,본선,본선,0,0,1,2,5,5,0,0,0,0,0,35,1663600,130
동서울지사,서울외곽순환,퇴계원,30.6,C,2005,11,토요일,야간,4,맑음,20,남자,운전자과실,주시태만,추돌,아스팔트,직선,평탄,건조,양호,화물(소형),1톤,본선,본선,0,1,2,2,4,10,0,0,0,0,45,45,2987600,170
동서울지사,서울외곽순환,퇴계원,9.5,C,2005,11,화요일,야간,4,흐림,30,남자,운전자과실,졸음,차-시설,아스팔트,우커브 500 이상,평탄,건조,양호,화물(중형),4.5톤,램프,송파I/C진출램프,0,0,1,2,2,10,0,0,0,0,75,75,888600,85
동서울지사,서울외곽순환,퇴계원,32.8,C,2005,12,토요일,야간,4,맑음,30,남자,운전자과실,졸음,단독,아스팔트,우커브 500 미만,오르막 3% 미만,건조,양호,승용(자가),,진출입부,퇴계원 I/C,0,0,1,1,2,15,0,0,0,0,35,35,669400,70
동서울지사,서울외곽순환,퇴계원,12.2,C,2005,12,일요일,야간,5,맑음,30,남자,운전자과실,핸들과대조작,차-시설,아스팔트,직선,평탄,건조,양호,화물(중형),2.5톤,본선,본선,0,1,1,1,2,30,0,0,0,0,0,30,2500000,100
동서울지사,서울외곽순환,퇴계원,12.2,C,2005,12,금요일,야간,22,맑음,20,남자,운전자과실,핸들과대조작,차-시설,아스팔트,직선,평탄,건조,양호,승용(JEEP),,본선,본선,0,0,1,2,2,33,0,0,0,0,0,48,1422100,85
동서울지사,서울외곽순환,퇴계원,26.1,C,2005,12,토요일,주간,7,맑음,40,남자,운전자과실,과속,차-시설,아스팔트,우커브 500 미만,내리막 3% 미만,건조,양호,트레일러,25톤,램프,토평I/C,0,0,1,1,2,10,0,0,0,0,90,90,1099100,70
동서울지사,서울외곽순환,퇴계원,30.9,C,2006,1,목요일,주간,10,맑음,40,여자,운전자과실,핸들과대조작,차-시설,아스팔트,직선,평탄,건조,양호,승용(자가),,본선,본선,0,0,2,3,1,5,0,0,0,0,20,20,301300,110
동서울지사,서울외곽순환,퇴계원,32.3,C,2006,1,일요일,야간,0,맑음,20,여자,운전자과실,주시태만,차-시설,아스팔트,직선,평탄,건조,양호,승용(JEEP),,본선,본선,0,0,1,1,1,0,0,0,0,0,0,0,620300,55
동서울지사,서울외곽순환,퇴계원,19.7,C,2006,3,일요일,야간,0,비,20,남자,운전자과실,핸들과대조작,차-시설,아스팔트,좌커브 500 이상,내리막 3% 미만,습기,양호,화물(중형),4.5톤,램프,하남JCT,0,0,1,1,1,5,0,0,0,0,40,40,2174500,55
동서울지사,서울외곽순환,퇴계원,22.1,C,2006,3,수요일,야간,0,맑음,30,남자,운전자과실,졸음,차-시설,콘크리트,좌커브 500 미만,내리막 3% 미만,건조,양호,화물(중형),4.5톤,램프,상일I/C,0,0,1,1,1,30,0,0,0,0,60,60,1946500,55
동서울지사,서울외곽순환,퇴계원,26,C,2006,3,일요일,야간,18,맑음,50,남자,운전자과실,주시태만,차-시설,콘크리트,우커브 500 이상,내리막 3% 미만,건조,양호,승합(소형),6인승,TG,토평T/G,0,0,1,2,1,10,0,0,0,0,20,20,323200,70
동서울지사,서울외곽순환,퇴계원,19.2,C,2006,4,일요일,야간,2,비,20,남자,운전자과실,핸들과대조작,차-시설,콘크리트,좌커브 500 미만,오르막,습기,양호,승용(자가),,램프,하남JCT,0,0,1,2,1,5,0,0,0,0,20,20,305070,70
동서울지사,서울외곽순환,퇴계원,23.7,C,2006,4,월요일,주간,6,비,40,여자,운전자과실,과속,단독,아스팔트,좌커브 500 미만,평탄,습기,양호,승용(자가),,본선,본선,0,0,1,1,1,12,0,0,0,0,25,25,2372600,55
동서울지사,서울외곽순환,퇴계원,29,C,2006,4,토요일,야간,18,맑음,50,남자,운전자과실,주시태만,차-시설,아스팔트,직선,내리막,건조,양호,특수차량,,교량,왕숙천2교,0,0,2,2,3,10,0,0,0,0,35,35,179200,125
동서울지사,서울외곽순환,퇴계원,10.4,C,2006,5,토요일,주간,16,비,40,남자,운전자과실,과속,단독,아스팔트,직선,평탄,습기,양호,승용(JEEP),,본선,본선,0,0,1,2,1,11,0,0,0,0,15,15,417800,70
동서울지사,서울외곽순환,퇴계원,30.4,B,2006,5,월요일,야간,21,맑음,50,남자,운전자과실,주시태만,차-사람,아스팔트,직선,평탄,건조,양호,승용(자가),,본선,본선,1,0,2,2,1,15,0,0,0,0,50,50,0,195
동서울지사,서울외곽순환,퇴계원,26.9,C,2006,5,일요일,야간,4,맑음,40,남자,차량결함,제동장치,차-시설,아스팔트,직선,평탄,건조,양호,승합(중형),2.5인승,본선,본선,0,0,1,1,1,10,0,0,0,0,20,25,0,55
동서울지사,서울외곽순환,퇴계원,5.2,C,2006,5,금요일,야간,19,맑음,40,여자,운전자과실,핸들과대조작,차-시설,콘크리트,직선,평탄,건조,양호,승합(소형),6인승,TG,성남T/G하이패스차로,0,1,1,2,3,10,0,0,0,0,50,50,4477000,130
동서울지사,서울외곽순환,퇴계원,33,B,2006,5,일요일,주간,6,맑음,30,남자,운전자과실,졸음,차-시설,콘크리트,우커브 500 이상,내리막 3% 미만,건조,양호,화물(소형),1톤,램프,램프,1,0,1,2,4,0,0,0,0,0,0,0,2215390,215
동서울지사,서울외곽순환,퇴계원,15.5,C,2006,5,일요일,야간,1,맑음,20,여자,차량결함,타이어 파손,단독,콘크리트,직선,평탄,건조,양호,승용(자가),,본선,본선,0,0,1,1,1,0,0,0,0,0,5,5,642000,55
동서울지사,서울외곽순환,퇴계원,33.2,C,2006,5,수요일,야간,1,맑음,40,남자,운전자과실,졸음,차-시설,아스팔트,우커브 500 미만,내리막,건조,양호,화물(중형),2.5톤,램프,퇴계원i/c램프,0,0,1,2,1,5,0,0,0,0,30,30,2046500,70
동서울지사,서울외곽순환,퇴계원,4,C,2006,6,화요일,주간,16,맑음,20,남자,운전자과실,기타,차-시설,콘크리트,우커브 500 미만,내리막,건조,양호,화물(소형),1톤,램프,성남IC진출램프,0,0,1,1,1,5,0,0,0,0,30,30,1275200,55
동서울지사,서울외곽순환,퇴계원,33.2,C,2006,6,화요일,야간,2,비,40,남자,운전자과실,졸음,차-시설,아스팔트,우커브 500 미만,내리막,습기,양호,화물(중형),2.5톤,램프,퇴계원i/c램프,0,0,1,2,1,0,0,0,0,0,20,20,354800,70
동서울지사,서울외곽순환,퇴계원,1.7,C,2006,7,일요일,주간,7,흐림,20,남자,운전자과실,졸음,차-시설,아스팔트,좌커브 500 이상,내리막 3% 미만,건조,양호,화물(소형),1.3톤,본선,본선,0,0,1,1,1,5,0,0,0,0,25,25,1172500,55
동서울지사,서울외곽순환,퇴계원,2.2,C,2006,7,화요일,주간,6,흐림,30,여자,운전자과실,졸음,차-시설,아스팔트,좌커브 500 이상,내리막 3% 미만,건조,양호,승용(자가),,본선,본선,0,0,1,2,3,5,0,0,0,0,15,23,952500,100
동서울지사,서울외곽순환,퇴계원,26.9,C,2006,7,금요일,야간,0,비,40,남자,운전자과실,졸음,차-사람,콘크리트,직선,평탄,습기,양호,승용(JEEP),,TG,구리T/G6번부스,0,1,1,1,1,3,0,0,0,0,15,15,0,85
동서울지사,서울외곽순환,퇴계원,26.1,C,2006,7,월요일,야간,2,맑음,40,남자,운전자과실,음주,차-시설,아스팔트,직선,내리막 3% 미만,건조,양호,승용(JEEP),,램프,토평I/C램프,0,1,1,2,3,10,0,0,0,0,30,30,1103200,130
동서울지사,서울외곽순환,퇴계원,9.5,C,2006,7,목요일,주간,14,비,20,남자,운전자과실,핸들과대조작,차-시설,아스팔트,직선,평탄,습기,양호,화물(중형),2.5톤,본선,본선,0,0,1,2,1,15,0,0,0,0,25,60,515200,70
동서울지사,서울외곽순환,퇴계원,10,C,2006,7,토요일,야간,0,비,40,남자,차량결함,타이어 파손,단독,아스팔트,직선,평탄,습기,양호,승용(영업),,본선,본선,0,0,1,1,1,10,0,0,0,0,15,30,305000,55
동서울지사,서울외곽순환,퇴계원,24.7,C,2006,8,토요일,야간,5,안개,20,남자,운전자과실,졸음,추돌,아스팔트,직선,오르막,건조,양호,승용(자가),,본선,본선,0,0,2,2,1,5,0,0,0,0,20,20,428000,95
동서울지사,서울외곽순환,퇴계원,32.7,C,2006,8,토요일,주간,8,맑음,50,남자,운전자과실,졸음,차-시설,콘크리트,직선,평탄,건조,양호,화물(중형),5톤,본선,본선,0,0,1,2,3,20,0,0,0,0,150,150,1382700,100
동서울지사,서울외곽순환,퇴계원,26.9,C,2006,8,월요일,주간,11,맑음,50,남자,운전자과실,졸음,차-시설,콘크리트,직선,평탄,건조,양호,화물(소형),1톤,TG,구리영업소5번부스,0,2,3,5,1,5,0,0,0,0,30,30,16503300,225
동서울지사,서울외곽순환,퇴계원,9.5,C,2006,8,목요일,주간,9,맑음,40,남자,기타,기타,접촉,아스팔트,직선,평탄,건조,양호,승용(자가),,진출입부,복정동사거리,0,0,2,4,1,10,0,0,0,0,10,15,0,125
동서울지사,서울외곽순환,퇴계원,23.4,C,2006,9,일요일,주간,14,맑음,40,여자,운전자과실,추월불량,접촉,아스팔트,직선,오르막 3% 미만,건조,양호,승용(JEEP),,본선,본선,0,0,3,6,1,1,0,0,0,0,0,10,305000,180
동서울지사,서울외곽순환,퇴계원,22.8,C,2006,9,월요일,야간,23,맑음,40,여자,차량결함,타이어 파손,차-시설,아스팔트,직선,평탄,건조,양호,승용(자가),,본선,본선,0,0,1,1,1,9,0,0,0,0,11,40,820100,55
동서울지사,서울외곽순환,퇴계원,21.4,C,2006,9,수요일,야간,23,맑음,40,남자,운전자과실,졸음,차-사람,아스팔트,직선,평탄,건조,양호,승용(자가),,본선,본선,0,1,2,4,3,5,0,0,0,0,15,15,0,185
동서울지사,서울외곽순환,퇴계원,33.3,C,2006,10,목요일,주간,14,맑음,40,남자,운전자과실,핸들과대조작,차-시설,아스팔트,직선,평탄,건조,양호,화물(소형),0.5톤,교량,주을천교,0,1,1,1,3,15,0,0,0,0,30,30,1125180,115
동서울지사,서울외곽순환,퇴계원,19.2,C,2006,10,토요일,주간,13,맑음,40,남자,운전자과실,핸들과대조작,차-시설,아스팔트,좌커브 500 미만,평탄,건조,양호,승용(자가),,램프,하남분기점,0,0,1,2,1,8,0,0,0,0,17,25,513900,70
동서울지사,서울외곽순환,퇴계원,19.5,C,2006,10,수요일,야간,19,맑음,40,여자,운전자과실,안전거리미확보,추돌,콘크리트,직선,평탄,건조,양호,승용(자가),,본선,본선,0,1,2,2,1,5,0,0,0,0,25,25,42000,125
동서울지사,서울외곽순환,퇴계원,22.6,C,2006,10,화요일,야간,5,맑음,20,남자,운전자과실,졸음,단독,콘크리트,직선,평탄,건조,양호,승용(자가),,본선,본선,0,0,1,0,3,5,0,0,0,0,35,20,626700,70
동서울지사,서울외곽순환,퇴계원,26.1,C,2006,10,수요일,주간,12,맑음,40,남자,운전자과실,핸들과대조작,단독,콘크리트,우커브 500 미만,내리막 3% 미만,건조,양호,화물(중형),3.5톤,램프,토평I/C,0,0,1,2,3,10,0,0,0,0,40,50,1808600,100
동서울지사,서울외곽순환,퇴계원,26.4,C,2006,10,금요일,주간,6,맑음,40,남자,운전자과실,졸음,추돌,아스팔트,직선,평탄,건조,양호,화물(대형),25톤,본선,본선,0,0,2,4,1,9,0,0,0,0,31,31,305000,125
동서울지사,서울외곽순환,퇴계원,5.2,C,2006,10,화요일,야간,20,맑음,40,남자,기타,적재불량,단독,콘크리트,직선,평탄,건조,양호,화물(소형),1톤,TG,성남T/G3번브스,0,0,1,2,1,15,0,0,0,0,10,20,250000,70
동서울지사,서울외곽순환,퇴계원,16.7,C,2006,10,수요일,주간,15,흐림,50,여자,운전자과실,졸음,차-시설,아스팔트,직선,평탄,건조,양호,승용(JEEP),,터널,광암터널,0,0,1,2,1,25,0,0,0,0,30,30,529200,70
동서울지사,서울외곽순환,퇴계원,28.5,C,2006,10,금요일,야간,20,맑음,0,남자,운전자과실,주시태만,추돌,아스팔트,직선,오르막 3% 미만,건조,양호,화물(소형),1톤,본선,본선,0,1,5,10,1,15,0,0,0,0,60,60,0,320
동서울지사,서울외곽순환,퇴계원,30.2,C,2006,11,수요일,주간,14,맑음,40,여자,운전자과실,핸들과대조작,차-시설,아스팔트,우커브 500 미만,오르막 3% 미만,건조,양호,승용(자가),,램프,구리i/c진출부,0,0,1,1,1,15,0,0,0,0,30,30,309700,55
동서울지사,서울외곽순환,퇴계원,5.2,C,2006,11,목요일,야간,20,흐림,30,남자,운전자과실,핸들과대조작,차-시설,콘크리트,직선,오르막 3% 미만,건조,양호,화물(중형),3.5톤,TG,성남요금소,0,0,1,0,1,10,0,0,0,0,60,60,1186700,40
동서울지사,서울외곽순환,퇴계원,26.9,C,2006,11,화요일,야간,21,맑음,50,남자,운전자과실,핸들과대조작,차-시설,아스팔트,직선,평탄,건조,양호,화물(중형),5톤,TG,구리T/G하3번부스,0,0,1,1,1,14,0,0,0,0,25,25,7427200,55
동서울지사,서울외곽순환,퇴계원,2.4,C,2006,11,금요일,주간,11,맑음,50,남자,차량결함,타이어 파손,차-시설,아스팔트,직선,내리막 3% 미만,건조,양호,화물(중형),3.5톤,본선,본선,0,0,1,1,1,11,0,0,0,0,58,58,1111300,55
동서울지사,서울외곽순환,퇴계원,33.2,C,2006,11,월요일,주간,16,비,0,남자,운전자과실,안전거리미확보,추돌,콘크리트,직선,평탄,습기,양호,승용(자가),,램프,퇴계원I/C,0,0,6,12,1,20,0,0,0,0,30,30,0,345
동서울지사,서울외곽순환,퇴계원,26.1,C,2006,11,수요일,주간,16,흐림,0,남자,운전자과실,핸들과대조작,차-시설,아스팔트,우커브 500 미만,내리막,건조,양호,트레일러,25톤,램프,토평I/C,0,0,1,2,1,5,0,0,0,0,5,5,471300,70
동서울지사,서울외곽순환,퇴계원,26.1,C,2006,11,화요일,주간,17,흐림,40,남자,운전자과실,핸들과대조작,차-시설,콘크리트,우커브 500 미만,내리막 3% 미만,건조,양호,화물(중형),3.5톤,램프,토평I/C,0,0,1,1,3,5,0,0,0,0,25,25,1663100,85
동서울지사,서울외곽순환,퇴계원,23.3,C,2006,12,토요일,야간,3,비,40,남자,운전자과실,핸들과대조작,단독,콘크리트,직선,평탄,습기,양호,승용(자가),,본선,본선,0,0,1,1,1,15,0,0,0,0,30,30,401200,55
동서울지사,서울외곽순환,퇴계원,33.3,C,2006,12,토요일,주간,15,맑음,40,남자,운전자과실,핸들과대조작,단독,아스팔트,우커브 500 미만,내리막 3% 미만,건조,양호,화물(중형),3.5톤,램프,퇴계원I/C,0,0,1,1,1,10,0,0,0,0,50,50,99000,55
동서울지사,서울외곽순환,퇴계원,19.3,C,2006,12,월요일,주간,15,맑음,60,남자,운전자과실,핸들과대조작,차-시설,아스팔트,좌커브 500 미만,오르막 3% 미만,건조,양호,승합(대형),35인승,램프,하남JCT램프,0,1,1,1,1,10,0,0,0,0,30,30,516800,85
동서울지사,서울외곽순환,퇴계원,6.9,C,2006,12,월요일,주간,16,맑음,30,남자,운전자과실,졸음,차-시설,아스팔트,직선,내리막 3% 미만,건조,양호,화물(중형),3.5톤,본선,본선,0,0,1,2,3,10,0,0,0,0,75,75,1090000,100
동서울지사,서울외곽순환,퇴계원,1.9,C,2006,12,화요일,야간,3,맑음,20,남자,운전자과실,음주,차-시설,아스팔트,직선,내리막 3% 미만,건조,양호,승용(자가),,본선,본선,0,1,1,1,1,6,0,0,0,0,14,14,952500,85
동서울지사,서울외곽순환,퇴계원,4.1,C,2006,12,토요일,주간,17,맑음,30,남자,운전자과실,핸들과대조작,차-시설,아스팔트,직선,평탄,건조,양호,화물(중형),5톤,본선,본선,0,0,1,1,1,10,0,0,0,0,30,30,1233400,55
동서울지사,서울외곽순환,퇴계원,19.8,C,2007,1,목요일,주간,12,맑음,50,남자,운전자과실,핸들과대조작,차-시설,콘크리트,우커브 500 미만,내리막 3% 미만,건조,양호,승용(자가),,램프,하남J/c,0,0,1,1,1,35,0,0,0,0,40,50,872200,55
동서울지사,서울외곽순환,퇴계원,26,C,2007,1,화요일,야간,22,맑음,40,남자,운전자과실,핸들과대조작,차-시설,아스팔트,직선,평탄,건조,양호,승용(자가),,본선,본선,0,0,1,0,1,15,0,0,0,0,30,30,1371400,40
동서울지사,서울외곽순환,퇴계원,14.4,B,2007,1,금요일,주간,10,흐림,50,남자,운전자과실,과속,단독,아스팔트,우커브 500 미만,내리막 3% 미만,건조,양호,특수차량,,램프,서하남IC램프,1,0,1,0,1,15,0,0,0,0,0,60,3408800,140
동서울지사,서울외곽순환,퇴계원,32.9,C,2007,2,수요일,야간,5,안개,50,남자,운전자과실,과속,차-시설,아스팔트,우커브 500 미만,내리막 3% 미만,건조,양호,화물(중형),5톤,램프,퇴계원ic,0,0,1,1,3,7,0,0,0,0,30,30,3699500,85
동서울지사,서울외곽순환,퇴계원,22.1,B,2007,2,목요일,주간,8,맑음,60,남자,기타,기타,단독,콘크리트,우커브 500 미만,오르막 3% 미만,건조,양호,화물(소형),1.3톤,램프,상일I/C,1,0,1,2,1,20,0,0,0,0,20,85,0,170
동서울지사,서울외곽순환,퇴계원,28.5,C,2007,2,금요일,주간,15,맑음,30,남자,운전자과실,핸들과대조작,차-시설,아스팔트,직선,오르막 3% 미만,건조,양호,승용(JEEP),,본선,본선,0,0,1,2,3,5,0,0,0,0,20,20,326500,100
동서울지사,서울외곽순환,퇴계원,28.2,C,2007,2,일요일,야간,1,맑음,30,여자,운전자과실,음주,차-시설,아스팔트,직선,평탄,적설,양호,승용(JEEP),,본선,본선,0,0,2,2,1,5,0,0,0,0,30,30,852500,95
동서울지사,서울외곽순환,퇴계원,8.8,C,2007,2,수요일,주간,12,맑음,40,남자,운전자과실,주시태만,추돌,아스팔트,직선,평탄,건조,양호,화물(대형),25톤,본선,본선,0,0,2,4,1,25,0,0,0,0,30,30,0,125
동서울지사,서울외곽순환,퇴계원,0.4,C,2007,3,일요일,주간,10,흐림,40,여자,운전자과실,핸들과대조작,차-시설,아스팔트,우커브 500 미만,오르막 3% 미만,건조,양호,승용(자가),,본선,본선,0,0,2,2,1,1,0,0,0,0,2,2,1236000,95
동서울지사,서울외곽순환,퇴계원,12,B,2007,3,월요일,주간,4,맑음,0,여자,운전자과실,졸음,단독,콘크리트,직선,평탄,건조,양호,승용(자가),,본선,본선,1,0,1,2,3,25,0,0,0,0,80,80,0,200
동서울지사,서울외곽순환,퇴계원,29,C,2007,4,목요일,야간,21,맑음,30,남자,차량결함,제동장치,화재,아스팔트,직선,평탄,건조,양호,승용(JEEP),,본선,본선,0,0,1,0,4,12,0,0,0,0,13,40,1840000,85
동서울지사,서울외곽순환,퇴계원,13.2,C,2007,4,금요일,야간,1,맑음,0,남자,기타,적재불량,기타,아스팔트,직선,평탄,건조,양호,화물(중형),4.5톤,본선,본선,0,0,1,2,1,5,0,0,0,0,70,80,0,70
동서울지사,서울외곽순환,퇴계원,0.2,C,2007,4,목요일,야간,0,맑음,30,남자,운전자과실,졸음,차-시설,아스팔트,우커브 500 이상,오르막 3% 미만,건조,양호,승용(JEEP),,램프,판교jc램프,0,0,1,1,1,10,0,0,0,0,25,25,535300,55
동서울지사,서울외곽순환,퇴계원,25.1,C,2007,5,수요일,야간,23,비,30,남자,운전자과실,과속,차-시설,콘크리트,직선,평탄,습기,양호,승용(JEEP),,본선,본선,0,0,1,1,1,20,0,0,0,0,30,30,317200,55
동서울지사,서울외곽순환,퇴계원,10.4,C,2007,5,금요일,주간,11,맑음,30,여자,운전자과실,핸들과대조작,차-시설,콘크리트,좌커브 500 이상,평탄,건조,양호,승용(자가),,본선,본선,0,0,2,2,1,8,0,0,0,0,20,20,1569800,95
동서울지사,서울외곽순환,퇴계원,16.8,C,2007,5,토요일,주간,16,맑음,30,남자,운전자과실,안전거리미확보,추돌,콘크리트,직선,평탄,건조,양호,승용(자가),,터널,광암터널,0,0,4,7,3,5,0,0,0,0,30,30,0,250
동서울지사,서울외곽순환,퇴계원,30.6,C,2007,6,화요일,야간,23,맑음,40,남자,운전자과실,주시태만,추돌,아스팔트,직선,평탄,건조,양호,승합(소형),9인승,본선,본선,0,6,2,4,1,0,0,0,0,0,60,60,0,305
동서울지사,서울외곽순환,퇴계원,24.5,C,2007,7,수요일,주간,11,비,40,남자,운전자과실,핸들과대조작,차-시설,콘크리트,직선,평탄,습기,양호,승용(자가),,본선,본선,0,0,1,1,1,10,0,0,0,0,10,20,535300,55
동서울지사,서울외곽순환,퇴계원,21.5,B,2007,7,토요일,주간,14,맑음,60,남자,운전자과실,졸음,추돌,아스팔트,직선,평탄,건조,양호,승용(자가),,진출입부,상일ic,1,0,2,4,1,2,0,0,0,0,32,32,0,225
동서울지사,서울외곽순환,퇴계원,5.2,C,2007,7,일요일,주간,12,맑음,40,남자,운전자과실,주시태만,차-시설,콘크리트,직선,평탄,건조,양호,승용(자가),,TG,하행 8번부스,0,0,1,1,1,10,0,0,0,0,10,10,1375000,55
동서울지사,서울외곽순환,퇴계원,5.2,C,2007,7,수요일,주간,13,맑음,30,남자,운전자과실,주시태만,단독,콘크리트,직선,평탄,건조,양호,승용(자가),,TGHi,성남T/G,0,0,1,1,1,10,0,0,0,0,20,25,1920000,55
동서울지사,서울외곽순환,퇴계원,13.1,C,2007,7,금요일,주간,15,맑음,40,남자,차량결함,타이어 파손,단독,아스팔트,직선,평탄,건조,양호,승합(소형),5인승,본선,본선,0,0,1,1,3,10,0,0,0,0,10,10,805300,85
동서울지사,서울외곽순환,퇴계원,9,C,2007,7,월요일,야간,22,맑음,50,남자,운전자과실,추월불량,추돌,콘크리트,우커브 500 미만,평탄,건조,양호,승용(자가),,본선,본선,0,2,2,3,3,15,0,0,0,0,40,40,0,200
동서울지사,서울외곽순환,퇴계원,24.9,B,2007,8,토요일,주간,13,비,40,남자,운전자과실,과속,충돌,아스팔트,직선,오르막 3% 미만,습기,양호,승용(JEEP),,본선,본선,1,2,2,3,1,5,0,0,0,0,50,50,2271400,270
동서울지사,서울외곽순환,퇴계원,18.2,C,2007,8,화요일,주간,14,비,40,남자,운전자과실,과속,차-시설,아스팔트,직선,평탄,습기,양호,승용(자가),,본선,본선,0,0,1,1,1,4,0,0,0,0,10,10,405700,55
동서울지사,서울외곽순환,퇴계원,23.7,C,2007,8,월요일,야간,1,비,50,남자,운전자과실,과속,차-시설,콘크리트,좌커브 500 미만,오르막,습기,양호,승용(자가),,본선,본선,0,0,1,2,1,5,0,0,0,0,0,20,2144500,70
동서울지사,서울외곽순환,퇴계원,1.4,C,2007,9,수요일,주간,7,흐림,40,남자,기타,기타,추돌,아스팔트,직선,내리막 3% 미만,건조,양호,승용(자가),,본선,본선,0,0,2,3,3,6,0,0,0,0,20,20,326500,140
동서울지사,서울외곽순환,퇴계원,5.2,C,2007,9,금요일,주간,13,흐림,0,남자,기타,보행및횡단,차-사람,콘크리트,직선,평탄,건조,양호,승용(JEEP),,TGHi,성남T/G,0,0,1,1,1,13,0,0,0,0,8,15,0,55
동서울지사,서울외곽순환,퇴계원,23.5,C,2007,9,토요일,야간,1,비,40,남자,운전자과실,과속,차-시설,아스팔트,좌커브 500 미만,오르막 3% 미만,습기,양호,승용(영업),,본선,본선,0,0,1,1,1,10,0,0,0,0,30,30,1189500,55
동서울지사,서울외곽순환,퇴계원,10.2,C,2007,9,목요일,야간,3,비,50,남자,운전자과실,과속,단독,아스팔트,직선,평탄,습기,양호,승용(자가),,본선,본선,0,0,1,2,3,15,0,0,0,0,20,20,753300,100
동서울지사,서울외곽순환,퇴계원,5.2,C,2007,10,토요일,야간,3,맑음,20,남자,운전자과실,핸들과대조작,차-시설,콘크리트,직선,평탄,건조,양호,승용(자가),,TG,성남T/G하2번부스,0,0,1,2,1,5,0,0,0,0,5,5,847000,70
동서울지사,서울외곽순환,퇴계원,0.8,C,2007,10,토요일,주간,7,맑음,30,남자,운전자과실,핸들과대조작,차-시설,아스팔트,직선,오르막 3% 미만,건조,양호,승용(자가),,본선,본선,0,1,1,2,4,1,0,0,0,0,60,60,6396610,145
동서울지사,서울외곽순환,퇴계원,33.1,C,2007,10,일요일,주간,16,비,40,남자,운전자과실,핸들과대조작,차-시설,아스팔트,우커브 500 미만,내리막 3% 미만,습기,양호,화물(소형),1톤,램프,퇴계원i/C,0,1,1,1,1,15,0,0,0,0,15,16,2230000,85
동서울지사,서울외곽순환,퇴계원,5.3,C,2007,10,화요일,주간,12,맑음,60,남자,운전자과실,핸들과대조작,차-시설,콘크리트,직선,평탄,건조,양호,화물(소형),1톤,TG,성남T/G,0,0,1,2,1,25,0,0,0,0,35,35,445500,70
동서울지사,서울외곽순환,퇴계원,12.8,C,2007,11,토요일,야간,5,흐림,30,여자,운전자과실,졸음,차-시설,콘크리트,직선,평탄,건조,양호,승용(자가),,교량,거여고가,0,1,2,3,3,15,0,0,0,0,40,40,1000000,170
동서울지사,서울외곽순환,퇴계원,30,C,2007,11,화요일,주간,7,흐림,30,남자,운전자과실,과속,단독,콘크리트,좌커브 500 이상,평탄,건조,양호,승합(소형),5인승,램프,구리I/C,0,0,1,2,1,5,0,0,0,0,5,5,317240,70
동서울지사,서울외곽순환,퇴계원,26.2,C,2007,11,토요일,야간,20,맑음,40,남자,운전자과실,핸들과대조작,차-시설,아스팔트,우커브 500 미만,내리막 3% 미만,건조,양호,화물(소형),1톤,본선,본선,0,0,1,1,1,1,0,0,0,0,1,5,317240,55
