location,route,direction,distance,level,year,month,week,day_night,hour,weather,age,gender,cause_L,cause_S,pattern,pave,dir_curv,slope,surface_condition,pavment_condition,car_type,car_standard,최초사고지점_도로시설,지점명,dead,injury,acc_cars,defeat,state,arrive_time,ambulance_arrive_time,people_rescue_time,towtruck_arrive_time,rescue_time,block_time,handling_time,damage,danger_point
군포지사,영동,인천,29.6,C,2007,8,토요일,주간,12,맑음,20,남자,운전자과실,추월불량,차-시설,콘크리트,직선,평탄,건조,양호,승용(자가),,본선,본선,0,0,2,2,1,4,0,0,0,0,30,41,1938000,95
군포지사,영동,인천,0.7,C,2007,8,금요일,주간,6,맑음,40,남자,운전자과실,졸음,차-시설,아스팔트,우커브 500 이상,평탄,건조,양호,트레일러,23톤,램프,서창JC램프,0,0,1,1,1,20,0,0,0,0,55,60,7490000,55
군포지사,영동,인천,37,C,2007,8,금요일,주간,13,맑음,40,여자,운전자과실,주시태만,차-시설,아스팔트,우커브 500 미만,평탄,건조,양호,승합(소형),7인승,램프,동수원T/G,0,0,1,1,1,5,0,0,0,0,20,30,1023000,55
군포지사,영동,인천,10.5,C,2007,9,토요일,주간,9,맑음,30,남자,운전자과실,기타,차-시설,콘크리트,직선,평탄,건조,양호,화물(중형),5톤,TG,출구16번,0,0,1,1,1,10,0,0,0,0,60,30,6451000,55
군포지사,영동,인천,10.9,B,2007,9,화요일,주간,10,비,40,남자,운전자과실,과속,차-시설,아스팔트,직선,평탄,습기,양호,트레일러,25톤,본선,본선,0,0,1,1,1,5,0,0,0,0,120,125,7701000,55
군포지사,영동,인천,19,C,2007,10,금요일,야간,4,맑음,40,남자,운전자과실,졸음,차-시설,콘크리트,직선,내리막 3% 미만,건조,양호,트레일러,25톤,본선,본선,0,0,1,2,3,5,0,0,0,0,100,110,12090240,100
군포지사,영동,인천,14.8,C,2007,10,수요일,야간,4,맑음,40,남자,차량결함,조향장치,차-시설,콘크리트,직선,평탄,건조,양호,화물(중형),5톤,본선,본선,0,0,1,2,1,5,0,0,0,0,30,30,2163220,70
군포지사,영동,인천,32.6,C,2007,11,월요일,주간,5,맑음,50,남자,운전자과실,졸음,단독,아스팔트,직선,평탄,건조,양호,화물(중형),2.5톤,본선,본선,0,0,2,3,1,15,0,0,0,0,55,120,0,110
군포지사,영동,인천,24,C,2007,12,월요일,야간,20,흐림,30,남자,차량결함,타이어 파손,차-시설,아스팔트,직선,평탄,건조,양호,화물(중형),2.5톤,본선,본선,0,0,1,2,3,10,0,0,0,0,50,50,1656000,100
군포지사,영동,인천,18.2,C,2007,12,수요일,주간,17,흐림,40,남자,운전자과실,안전거리미확보,추돌,아스팔트,직선,평탄,건조,양호,트레일러,25톤,본선,본선,0,0,2,3,1,10,0,0,0,0,25,30,335000,110
군포지사,영동,인천,2.8,C,2007,12,월요일,야간,1,맑음,20,남자,운전자과실,과속,차-시설,콘크리트,직선,평탄,건조,양호,승용(자가),,본선,본선,0,0,1,1,1,5,0,0,0,0,20,30,313610,55
군포지사,영동,인천,24.5,C,2007,12,월요일,주간,11,흐림,30,남자,운전자과실,과속,차-시설,콘크리트,직선,평탄,습기,양호,화물(소형),2.5톤,TG,출구 충격완화장치,0,0,1,2,1,5,0,0,0,0,0,15,840000,70
이천지사,영동,인천,60,C,2007,1,일요일,야간,5,맑음,50,여자,운전자과실,핸들과대조작,단독,콘크리트,직선,평탄,건조,양호,승용(JEEP),,TG,양지TG입구2번,0,0,1,1,1,6,0,0,0,0,10,24,0,55
이천지사,영동,인천,49.6,C,2007,1,금요일,야간,23,흐림,0,남자,운전자과실,졸음,단독,콘크리트,직선,평탄,습기,양호,화물(중형),5톤,터널,마성터널 입구,0,1,1,2,3,15,0,0,0,0,5,20,7041000,130
이천지사,영동,인천,60.5,C,2007,1,화요일,야간,3,맑음,30,남자,운전자과실,기타,차-시설,아스팔트,직선,평탄,건조,양호,화물(중형),4.5톤,TG,양지,0,0,1,2,1,10,0,0,0,0,10,20,2900000,70
이천지사,영동,인천,60.5,C,2007,2,화요일,주간,7,맑음,40,남자,기타,적재불량,차-시설,아스팔트,직선,평탄,건조,양호,화물(대형),11톤,TG,양지영업소,0,0,1,2,1,16,0,0,0,0,0,26,0,70
이천지사,영동,인천,84.4,C,2007,3,일요일,야간,21,비,60,남자,운전자과실,핸들과대조작,차-시설,콘크리트,직선,평탄,습기,양호,승용(자가),,본선,본선,0,0,1,1,1,20,0,0,0,0,0,30,0,55
이천지사,영동,인천,83.8,C,2007,3,수요일,주간,16,비,30,남자,운전자과실,과속,단독,콘크리트,직선,평탄,습기,양호,트레일러,25톤,본선,본선,0,0,1,1,1,5,0,0,0,0,68,68,1587844,55
이천지사,영동,인천,58.5,C,2007,4,수요일,주간,9,맑음,30,남자,운전자과실,안전거리미확보,추돌,콘크리트,직선,평탄,건조,양호,승용(자가),,터널,양지터널,0,0,13,24,1,18,0,0,0,0,43,78,0,700
이천지사,영동,인천,59,C,2007,4,화요일,주간,16,흐림,50,남자,운전자과실,안전거리미확보,추돌,콘크리트,직선,내리막 3% 미만,건조,양호,승용(자가),,터널,양지터널(내),0,6,6,12,1,20,0,0,0,0,44,44,0,525
이천지사,영동,인천,49.7,C,2007,5,토요일,야간,4,맑음,40,남자,운전자과실,졸음,단독,콘크리트,직선,평탄,건조,양호,승용(자가),,터널,마성T/N입구,0,0,1,0,1,10,0,0,0,0,10,30,3720000,40
이천지사,영동,인천,50,C,2007,5,토요일,주간,8,비,60,남자,운전자과실,과속,추돌,아스팔트,직선,오르막 3% 미만,습기,양호,승합(대형),45인승,정류장,마성B/S,0,4,3,3,3,40,0,0,0,0,0,80,963530,285
이천지사,영동,인천,74.2,B,2007,6,수요일,주간,8,맑음,40,남자,운전자과실,주시태만,차-사람,콘크리트,직선,평탄,건조,양호,화물(대형),11톤,본선,본선,1,0,2,1,1,12,0,0,0,0,20,32,0,180
이천지사,영동,인천,55.3,B,2007,6,토요일,야간,1,맑음,40,남자,운전자과실,주시태만,추돌,콘크리트,직선,평탄,건조,양호,트레일러,25톤,본선,본선,1,0,2,2,1,2,0,0,0,0,53,115,0,195
이천지사,영동,인천,67.5,C,2007,6,토요일,주간,6,맑음,40,남자,운전자과실,졸음,단독,아스팔트,우커브 500 미만,내리막 3% 미만,건조,양호,트레일러,25톤,램프,덕평I/C램프,0,1,1,2,3,10,0,0,0,0,30,254,5214380,130
이천지사,영동,인천,46,C,2007,7,월요일,야간,4,비,30,남자,운전자과실,과속,차-시설,콘크리트,직선,평탄,습기,양호,승용(JEEP),,본선,본선,0,0,2,3,1,5,0,0,0,0,10,20,530250,110
이천지사,영동,인천,45.5,C,2007,7,월요일,야간,5,비,50,남자,운전자과실,과속,차-시설,콘크리트,직선,평탄,습기,양호,화물(소형),1톤,본선,본선,0,0,1,2,1,5,0,0,0,0,0,45,843870,70
이천지사,영동,인천,51,C,2007,7,화요일,야간,1,비,40,남자,운전자과실,과속,차-시설,아스팔트,직선,오르막 3% 미만,습기,양호,화물(중형),5톤,본선,본선,0,0,1,1,1,0,0,0,0,0,10,30,2528630,55
이천지사,영동,인천,43.4,C,2007,7,월요일,야간,5,비,30,남자,운전자과실,안전거리미확보,추돌,콘크리트,직선,평탄,습기,양호,화물(소형),1.5톤,본선,본선,0,0,2,3,1,20,0,0,0,0,20,50,458490,110
이천지사,영동,인천,85.2,C,2007,7,화요일,야간,3,비,20,남자,운전자과실,과속,차-시설,콘크리트,직선,평탄,습기,양호,승합(소형),12인승,본선,본선,0,0,1,2,4,10,0,0,0,0,0,20,1600720,115
이천지사,영동,인천,41.8,B,2007,7,화요일,야간,3,비,40,남자,운전자과실,졸음,추돌,아스팔트,직선,평탄,습기,양호,화물(대형),25톤,본선,본선,0,0,2,2,7,20,0,0,0,0,110,130,1134000,185
이천지사,영동,인천,43.3,C,2007,7,토요일,야간,1,맑음,20,남자,운전자과실,핸들과대조작,차-시설,콘크리트,직선,평탄,건조,양호,승용(자가),,본선,본선,0,1,1,0,3,15,0,0,0,0,25,30,825710,100
이천지사,영동,인천,51.7,C,2007,8,화요일,주간,9,비,40,남자,운전자과실,기타,단독,콘크리트,직선,평탄,습기,양호,화물(중형),5톤,본선,본선,0,0,1,2,1,25,0,0,0,0,35,60,2899280,70
이천지사,영동,인천,69,B,2007,8,화요일,야간,3,맑음,30,남자,운전자과실,졸음,추돌,콘크리트,직선,내리막 3% 미만,건조,양호,승합(소형),9인승,본선,본선,1,0,2,3,1,13,0,0,0,0,30,30,0,210
이천지사,영동,인천,69.7,C,2007,9,토요일,야간,18,비,0,남자,운전자과실,안전거리미확보,차-시설,콘크리트,직선,내리막 3% 미만,습기,양호,트레일러,25톤,본선,본선,0,0,1,2,1,20,0,0,0,0,140,160,1608820,70
이천지사,영동,인천,88,B,2007,9,월요일,주간,7,비,20,남자,운전자과실,과속,차-사람,아스팔트,직선,내리막 3% 미만,습기,양호,승용(자가),,본선,본선,0,2,3,4,1,0,0,0,0,0,10,50,0,210
이천지사,영동,인천,43.4,B,2007,9,목요일,야간,4,비,30,남자,운전자과실,주시태만,추돌,콘크리트,직선,평탄,습기,양호,화물(중형),5톤,본선,본선,1,2,4,6,3,12,0,0,0,0,140,140,1352620,395
이천지사,영동,인천,60,C,2007,10,목요일,주간,9,흐림,50,남자,운전자과실,핸들과대조작,차-시설,아스팔트,우커브 500 미만,내리막 3% 미만,건조,양호,승합(중형),9인승,램프,양지I/C,0,0,1,1,1,10,0,0,0,0,0,10,1448900,55
이천지사,영동,인천,78.4,B,2007,10,금요일,주간,9,맑음,30,남자,운전자과실,졸음,추돌,콘크리트,직선,내리막 3% 미만,건조,양호,승용(JEEP),,본선,본선,1,1,2,3,3,5,0,0,0,0,40,50,0,270
이천지사,영동,인천,64,C,2007,10,월요일,주간,8,맑음,20,남자,기타,동물침입,추돌,콘크리트,좌커브 500 이상,내리막 3% 미만,건조,양호,화물(소형),5톤,본선,본선,0,0,7,13,1,20,0,0,0,0,10,40,0,385
이천지사,영동,인천,87.2,C,2007,10,수요일,야간,4,맑음,40,남자,운전자과실,음주,충돌,콘크리트,직선,오르막 3% 미만,건조,양호,화물(대형),15톤,본선,본선,0,1,2,4,1,20,0,0,0,0,60,90,1380690,155
이천지사,영동,인천,59.5,C,2007,11,목요일,야간,23,맑음,30,남자,운전자과실,과속,차-시설,콘크리트,우커브 500 이상,평탄,건조,양호,승용(자가),,본선,본선,0,0,1,1,1,3,0,0,0,0,20,20,1370000,55
이천지사,영동,인천,53.8,B,2007,11,토요일,야간,5,흐림,40,남자,운전자과실,추월불량,차-시설,콘크리트,직선,평탄,건조,양호,화물(대형),11톤,본선,본선,0,0,3,5,1,10,0,0,0,0,185,185,7539345,165
이천지사,영동,인천,85,C,2007,11,화요일,야간,3,흐림,40,여자,운전자과실,안전거리미확보,추돌,콘크리트,직선,평탄,습기,양호,승합(소형),11인승,본선,본선,0,2,2,4,1,0,0,0,0,0,10,30,0,185
이천지사,영동,인천,63.7,C,2007,11,수요일,야간,6,눈,0,남자,운전자과실,핸들과대조작,차-시설,콘크리트,직선,내리막 3% 미만,습기,양호,승합(소형),11인승,본선,본선,0,1,2,3,1,10,0,0,0,0,40,100,2599393,140
이천지사,영동,인천,74.6,B,2007,11,목요일,야간,3,맑음,30,남자,운전자과실,안전거리미확보,추돌,콘크리트,직선,평탄,건조,양호,승용(자가),,본선,본선,1,1,3,3,3,10,0,0,0,0,90,90,994332,295
이천지사,영동,인천,73.4,B,2007,12,월요일,주간,16,흐림,30,남자,운전자과실,핸들과대조작,추돌,콘크리트,우커브 500 미만,오르막 3% 미만,건조,양호,승합(소형),12인승,램프,호법JC램프,1,2,2,4,1,5,0,0,0,0,10,10,0,285
이천지사,영동,인천,73,C,2007,12,수요일,야간,23,흐림,30,남자,운전자과실,핸들과대조작,차-시설,콘크리트,우커브 500 미만,오르막,건조,양호,승용(JEEP),,램프,이천-대전방향,0,1,1,2,3,15,0,0,0,0,5,30,1157500,130
이천지사,영동,인천,73.5,C,2007,12,토요일,야간,3,눈,0,남자,운전자과실,핸들과대조작,단독,콘크리트,우커브 500 미만,평탄,습기,양호,화물(중형),15톤,본선,본선,0,0,1,1,1,10,0,0,0,0,10,40,2285337,55
이천지사,영동,인천,67.8,C,2007,12,수요일,주간,6,안개,30,남자,운전자과실,핸들과대조작,차-시설,콘크리트,직선,평탄,습기,양호,승용(자가),,본선,본선,0,0,1,1,1,10,0,0,0,0,0,10,410605,55
이천지사,영동,인천,73.6,C,2007,12,일요일,야간,24,맑음,40,남자,운전자과실,핸들과대조작,단독,아스팔트,직선,평탄,건조,양호,승합(소형),9인승,본선,본선,0,0,1,1,1,10,0,0,0,0,10,20,1679840,55
원주지사,영동,인천,114.3,C,2007,1,화요일,야간,18,흐림,20,남자,차량결함,제동장치,차-시설,콘크리트,직선,내리막 3% 미만,건조,양호,화물(중형),5톤,TG,문막영업소,0,0,1,1,1,6,0,0,0,0,0,10,1172000,55
원주지사,영동,인천,130.1,C,2007,1,금요일,주간,15,맑음,0,남자,운전자과실,졸음,차-시설,아스팔트,우커브 500 이상,오르막 3% 미만,건조,양호,승용(JEEP),,램프,원주IC입구(C램프),0,0,1,1,1,10,0,0,0,0,0,39,2310000,55
원주지사,영동,인천,130,C,2007,1,수요일,주간,9,흐림,20,남자,운전자과실,핸들과대조작,단독,아스팔트,좌커브 500 이상,내리막 3% 미만,건조,양호,화물(소형),1톤,램프,인천방향 A램프,0,0,1,2,3,3,0,0,0,0,0,25,814130,100
원주지사,영동,인천,103,C,2007,1,금요일,야간,2,맑음,60,남자,운전자과실,과속,차-시설,아스팔트,직선,오르막 3% 미만,건조,양호,승용(자가),,본선,본선,0,0,1,0,4,10,0,0,0,0,50,50,2483800,85
원주지사,영동,인천,149.7,C,2007,1,월요일,야간,18,맑음,30,남자,운전자과실,핸들과대조작,단독,아스팔트,좌커브 500 이상,내리막 3% 이상,건조,양호,승용(JEEP),,본선,본선,0,0,1,2,1,2,0,0,0,0,20,20,917140,70
원주지사,영동,인천,149.6,C,2007,1,수요일,주간,10,맑음,20,남자,차량결함,타이어 파손,단독,아스팔트,좌커브 500 이상,내리막 3% 이상,건조,양호,화물(중형),5톤,본선,본선,0,1,1,2,3,7,0,0,0,0,80,80,338160,130
원주지사,영동,인천,125,C,2007,2,일요일,야간,20,맑음,20,남자,운전자과실,핸들과대조작,차-시설,콘크리트,우커브 500 이상,내리막,건조,양호,승용(자가),,본선,본선,0,0,1,2,1,10,0,0,0,0,0,45,1423610,70
원주지사,영동,인천,114.1,C,2007,2,화요일,야간,20,비,30,남자,운전자과실,과속,차-시설,콘크리트,좌커브 500 이상,내리막 3% 미만,습기,양호,승용(JEEP),,본선,본선,0,0,1,1,1,10,0,0,0,0,20,40,1221800,55
원주지사,영동,인천,152.6,C,2007,2,토요일,야간,4,맑음,50,남자,기타,기타,기타,아스팔트,직선,내리막 3% 미만,건조,양호,화물(대형),18톤,본선,본선,0,1,2,4,1,10,0,0,0,0,0,55,882920,155
원주지사,영동,인천,125.1,C,2007,3,일요일,야간,2,흐림,50,남자,운전자과실,음주,단독,콘크리트,우커브 500 이상,내리막,건조,양호,승용(JEEP),,본선,본선,0,0,1,1,1,16,0,0,0,0,0,35,653640,55
원주지사,영동,인천,125,C,2007,3,일요일,주간,17,비,30,남자,운전자과실,핸들과대조작,차-시설,콘크리트,우커브 500 이상,내리막,습기,양호,승합(대형),45인승,본선,본선,0,0,1,2,1,10,0,0,0,0,20,40,653640,70
원주지사,영동,인천,142.7,C,2007,3,토요일,주간,11,비,50,남자,운전자과실,과속,차-시설,콘크리트,직선,내리막 3% 이상,습기,양호,화물(중형),5톤,본선,본선,0,0,1,1,1,10,0,0,0,0,25,25,981500,55
원주지사,영동,인천,140,C,2007,3,화요일,주간,14,흐림,50,남자,운전자과실,핸들과대조작,차-시설,아스팔트,좌커브 500 이상,내리막 3% 미만,건조,양호,승용(자가),,본선,본선,0,0,1,2,1,10,0,0,0,0,0,22,1125040,70
원주지사,영동,인천,145.2,C,2007,4,일요일,주간,11,흐림,20,여자,운전자과실,핸들과대조작,차-시설,아스팔트,우커브 500 이상,내리막 3% 미만,건조,양호,승용(자가),,본선,본선,0,0,1,1,3,0,0,0,0,0,30,30,1521720,85
원주지사,영동,인천,146.6,B,2007,4,일요일,주간,12,흐림,50,남자,운전자과실,주시태만,추돌,아스팔트,좌커브 500 이상,내리막 3% 이상,건조,양호,승합(대형),45인승,본선,본선,0,13,9,15,3,7,0,0,0,0,100,110,0,885
원주지사,영동,인천,141,C,2007,4,월요일,야간,1,맑음,40,남자,운전자과실,음주,차-시설,콘크리트,좌커브 500 이상,내리막 3% 미만,건조,양호,승용(자가),,본선,본선,0,0,1,1,1,9,0,0,0,0,0,50,1112210,55
원주지사,영동,인천,138.1,B,2007,5,수요일,야간,19,비,20,남자,운전자과실,졸음,차-시설,콘크리트,좌커브 500 이상,오르막 3% 이상,습기,양호,화물(중형),4.5톤,본선,본선,0,0,1,1,1,10,0,0,0,0,50,50,7284000,55
원주지사,영동,인천,136.3,C,2007,5,금요일,주간,16,비,60,남자,운전자과실,과속,차-시설,콘크리트,직선,내리막 3% 이상,습기,양호,화물(중형),2.5톤,본선,본선,0,0,1,1,3,0,0,0,0,0,25,25,1591920,85
원주지사,영동,인천,144.8,C,2007,6,목요일,주간,6,흐림,20,남자,운전자과실,추월불량,차-시설,아스팔트,좌커브 500 이상,내리막 3% 이상,건조,양호,승용(영업),,본선,본선,0,0,3,4,1,8,0,0,0,0,7,50,607420,150
원주지사,영동,인천,124.7,C,2007,6,목요일,주간,15,비,40,남자,운전자과실,과속,차-시설,아스팔트,좌커브 500 이상,내리막,습기,양호,승용(자가),,본선,본선,0,0,1,1,1,15,0,0,0,0,20,25,408350,55
원주지사,영동,인천,149.5,C,2007,7,월요일,주간,9,비,40,남자,운전자과실,과속,차-시설,아스팔트,좌커브 500 이상,내리막 3% 이상,습기,양호,화물(중형),3.5톤,본선,본선,0,0,1,2,1,8,0,0,0,0,0,20,1183560,70
원주지사,영동,인천,132,C,2007,7,일요일,주간,8,맑음,50,남자,운전자과실,졸음,차-시설,콘크리트,직선,내리막 3% 미만,건조,양호,승용(자가),,본선,본선,0,0,1,2,3,4,0,0,0,0,0,30,1647390,100
원주지사,영동,인천,157.4,C,2007,7,목요일,야간,4,비,50,남자,운전자과실,과속,차-시설,아스팔트,좌커브 500 이상,오르막 3% 미만,습기,양호,승용(자가),,본선,본선,0,0,1,1,1,10,0,0,0,0,0,40,562600,55
원주지사,영동,인천,127.7,B,2007,8,화요일,주간,12,비,30,남자,운전자과실,과속,차-시설,콘크리트,직선,오르막 3% 미만,습기,양호,트레일러,40톤,본선,본선,0,0,1,2,1,12,0,0,0,0,84,84,4294460,70
원주지사,영동,인천,114.7,C,2007,9,토요일,주간,9,비,40,남자,운전자과실,주시태만,차-시설,콘크리트,직선,평탄,습기,양호,트레일러,25톤,본선,본선,0,0,1,1,1,10,0,0,0,0,0,53,2083290,55
원주지사,영동,인천,114.1,B,2007,9,토요일,주간,9,비,30,남자,운전자과실,과속,차-시설,콘크리트,좌커브 500 이상,내리막 3% 미만,습기,양호,특수차량,,본선,본선,0,1,2,3,1,2,0,0,0,0,30,30,3202380,140
원주지사,영동,인천,144.7,C,2007,9,토요일,주간,12,비,40,남자,차량결함,타이어 파손,차-시설,아스팔트,직선,내리막 3% 이상,습기,양호,승합(소형),5인승,본선,본선,0,0,1,2,1,4,0,0,0,0,0,13,1810100,70
원주지사,영동,인천,135.8,C,2007,9,토요일,주간,18,비,20,남자,운전자과실,과속,차-시설,아스팔트,직선,내리막 3% 이상,습기,양호,화물(중형),5톤,본선,본선,0,0,1,1,3,10,0,0,0,0,30,47,2498300,85
원주지사,영동,인천,149.8,C,2007,9,월요일,주간,16,비,40,남자,운전자과실,과속,차-시설,아스팔트,좌커브 500 이상,내리막 3% 이상,습기,양호,화물(중형),5톤,본선,본선,0,1,1,0,4,10,0,0,0,0,0,80,1724560,115
원주지사,영동,인천,114.6,C,2007,9,토요일,주간,10,맑음,30,남자,운전자과실,핸들과대조작,차-시설,아스팔트,직선,내리막 3% 미만,건조,양호,승용(자가),,램프,문막I/C,0,0,1,1,1,10,0,0,0,0,0,21,4000000,55
원주지사,영동,인천,126.1,B,2007,9,화요일,야간,21,흐림,30,남자,운전자과실,졸음,추돌,콘크리트,직선,오르막,건조,양호,승합(소형),6인승,본선,본선,1,0,2,2,1,10,0,0,0,0,45,15,0,195
원주지사,영동,인천,89.5,B,2007,9,목요일,주간,16,맑음,40,남자,운전자과실,졸음,추돌,콘크리트,직선,내리막 3% 미만,건조,양호,트레일러,25톤,본선,본선,0,3,3,3,1,2,0,0,0,0,84,84,8800000,225
원주지사,영동,인천,146.5,C,2007,10,일요일,야간,0,맑음,20,여자,운전자과실,핸들과대조작,단독,아스팔트,우커브 500 이상,내리막 3% 이상,건조,양호,승용(JEEP),,본선,본선,0,0,1,1,3,20,0,0,0,0,0,35,968000,85
원주지사,영동,인천,133,B,2007,10,금요일,주간,15,맑음,20,남자,운전자과실,졸음,추돌,콘크리트,우커브 500 이상,내리막,건조,양호,화물(대형),22톤,본선,본선,1,0,4,4,1,20,0,0,0,0,105,120,440000,275
원주지사,영동,인천,136.5,C,2007,11,일요일,야간,21,맑음,50,남자,운전자과실,졸음,단독,콘크리트,직선,내리막 3% 이상,건조,양호,승합(소형),9인승,본선,본선,0,1,1,2,3,7,0,0,0,0,35,35,530100,130
원주지사,영동,인천,114.7,C,2007,11,수요일,야간,4,눈,20,남자,운전자과실,과속,추돌,콘크리트,직선,내리막 3% 미만,습기,양호,승용(자가),,본선,본선,0,0,2,3,1,20,0,0,0,0,25,30,0,110
원주지사,영동,인천,114.2,C,2007,12,수요일,주간,6,흐림,40,남자,운전자과실,핸들과대조작,차-시설,콘크리트,직선,평탄,건조,양호,트레일러,25톤,TG,문막T/G 2번출구,0,0,1,2,1,18,0,0,0,0,0,18,2354000,70
원주지사,영동,인천,129.5,B,2007,12,화요일,야간,18,맑음,40,남자,운전자과실,주시태만,추돌,콘크리트,좌커브 500 이상,내리막 3% 미만,건조,양호,승용(자가),,본선,본선,2,2,2,3,1,21,0,0,0,0,50,55,552410,370
대관령지사,영동,인천,207.4,C,2007,1,화요일,야간,5,눈,60,남자,운전자과실,주시태만,차-시설,아스팔트,직선,내리막 3% 이상,습기,양호,승용(자가),,본선,본선,0,3,1,1,1,10,0,0,0,0,20,30,1701700,145
대관령지사,영동,인천,163.7,C,2007,1,금요일,야간,4,흐림,20,남자,운전자과실,졸음,차-시설,아스팔트,우커브 500 이상,내리막 3% 미만,건조,양호,화물(중형),4.5톤,본선,본선,0,0,1,2,1,5,0,0,0,0,30,40,27397700,70
대관령지사,영동,인천,200.6,C,2007,1,일요일,주간,9,흐림,40,남자,운전자과실,과속,차-시설,아스팔트,우커브 500 이상,내리막 3% 미만,건조,양호,승용(자가),,본선,본선,0,0,1,1,1,5,0,0,0,0,0,15,1352640,55
대관령지사,영동,인천,184.5,C,2007,2,금요일,주간,15,맑음,50,남자,운전자과실,핸들과대조작,차-시설,아스팔트,좌커브 500 미만,내리막 3% 미만,건조,양호,승용(영업),,본선,본선,0,0,1,2,1,10,0,0,0,0,0,25,935140,70
대관령지사,영동,인천,179.8,C,2007,2,화요일,야간,20,눈,40,남자,운전자과실,과속,차-시설,콘크리트,직선,내리막 3% 미만,습기,양호,승용(자가),,본선,본선,0,0,1,1,3,10,0,0,0,0,15,30,2640000,85
대관령지사,영동,인천,204.9,C,2007,3,금요일,주간,12,비,20,남자,운전자과실,핸들과대조작,차-시설,아스팔트,직선,내리막 3% 미만,습기,양호,화물(소형),2.5톤,본선,본선,0,0,1,1,1,8,0,0,0,0,0,20,2185400,55
대관령지사,영동,인천,178.9,C,2007,3,목요일,주간,18,흐림,40,남자,운전자과실,주시태만,차-시설,콘크리트,직선,내리막 3% 미만,건조,양호,승용(자가),,터널,봉평터널,0,0,1,1,1,5,0,0,0,0,12,12,2640000,55
대관령지사,영동,인천,187.8,C,2007,5,토요일,야간,2,흐림,20,남자,운전자과실,과속,차-시설,아스팔트,우커브 500 이상,내리막 3% 미만,건조,양호,승용(영업),,교량,속사천4교,0,1,1,1,1,10,0,0,0,0,0,20,338160,85
대관령지사,영동,인천,163.9,B,2007,5,일요일,야간,21,맑음,40,여자,운전자과실,과속,차-시설,아스팔트,우커브 500 이상,내리막 3% 이상,건조,양호,승용(JEEP),,본선,본선,2,2,1,0,4,10,0,0,0,0,0,50,511230,345
대관령지사,영동,인천,174.2,B,2007,6,목요일,야간,0,흐림,30,남자,운전자과실,졸음,추돌,아스팔트,직선,오르막 3% 이상,건조,양호,승용(자가),,본선,본선,1,0,2,3,1,10,0,0,0,0,90,95,0,210
대관령지사,영동,인천,163.6,C,2007,6,일요일,주간,6,비,40,남자,운전자과실,과속,차-시설,아스팔트,우커브 500 이상,내리막 3% 미만,습기,양호,승용(자가),,본선,본선,0,0,1,1,1,20,0,0,0,0,0,80,737630,55
대관령지사,영동,인천,187.4,C,2007,7,목요일,야간,5,비,40,남자,운전자과실,졸음,차-시설,아스팔트,우커브 500 이상,내리막 3% 미만,습기,양호,화물(소형),1톤,본선,본선,0,0,1,1,1,5,0,0,0,0,15,15,2536210,55
대관령지사,영동,인천,183.6,C,2007,7,일요일,야간,20,흐림,30,여자,운전자과실,핸들과대조작,차-시설,아스팔트,우커브 500 이상,내리막 3% 미만,건조,양호,승용(JEEP),,교량,속사천1교,0,2,1,2,1,10,0,0,0,0,25,25,338160,130
대관령지사,영동,인천,217.7,C,2007,7,화요일,야간,20,맑음,40,남자,운전자과실,추월불량,차-시설,아스팔트,좌커브 500 미만,오르막 3% 미만,건조,양호,승용(자가),,본선,본선,0,0,2,3,1,10,0,0,0,0,65,65,3522900,110
대관령지사,영동,인천,166.1,C,2007,8,월요일,주간,13,흐림,20,여자,운전자과실,핸들과대조작,차-시설,아스팔트,직선,내리막 3% 미만,건조,양호,승용(자가),,본선,본선,0,1,1,2,1,10,0,0,0,0,0,60,773610,100
대관령지사,영동,인천,164,B,2007,8,월요일,야간,3,비,50,남자,운전자과실,핸들과대조작,차-시설,아스팔트,우커브 500 이상,내리막 3% 이상,습기,양호,트레일러,24톤,본선,본선,0,3,1,2,1,5,0,0,0,0,0,10,4292018,160
대관령지사,영동,인천,204.1,C,2007,8,목요일,주간,16,비,20,남자,운전자과실,음주,차-시설,아스팔트,좌커브 500 이상,내리막 3% 미만,습기,양호,승용(자가),,본선,본선,0,0,2,2,1,10,0,0,0,0,0,12,573200,95
대관령지사,영동,인천,166.2,C,2007,10,수요일,야간,19,흐림,40,남자,운전자과실,주시태만,추돌,아스팔트,좌커브 500 이상,내리막 3% 이상,건조,양호,화물(중형),4.5톤,본선,본선,0,4,5,7,1,0,0,0,0,0,65,65,0,365
대관령지사,영동,인천,163.4,C,2007,10,일요일,주간,9,맑음,30,남자,운전자과실,주시태만,차-시설,아스팔트,좌커브 500 이상,내리막 3% 미만,건조,양호,승용(JEEP),,본선,본선,0,1,2,3,1,15,0,0,0,0,60,60,1690810,140
대관령지사,영동,인천,196.3,B,2007,12,화요일,주간,14,맑음,50,남자,운전자과실,졸음,추돌,콘크리트,직선,오르막,건조,양호,화물(중형),5톤,교량,진부교,0,0,2,2,1,9,0,0,0,0,75,75,0,95
군포지사,영동,인천,5,B,2008,1,수요일,야간,23,맑음,40,남자,운전자과실,졸음,차-시설,아스팔트,직선,평탄,건조,양호,승합(소형),9인승,본선,본선,1,1,1,1,1,5,0,0,0,0,35,35,1970110,185
