location,route,direction,distance,level,year,month,week,day_night,hour,weather,age,gender,cause_L,cause_S,pattern,pave,dir_curv,slope,surface_condition,pavment_condition,car_type,car_standard,최초사고지점_도로시설,지점명,dead,injury,acc_cars,defeat,state,arrive_time,ambulance_arrive_time,people_rescue_time,towtruck_arrive_time,rescue_time,block_time,handling_time,damage
시흥지사,서울외곽순환,일산,21.2,C,2005,1,일요일,주간,11,맑음,20,여자,운전자과실,주시태만,차-시설,콘크리트,직선,평탄,건조,양호,승용(자가),,램프,조남분기점,0,1,1,1,2,5,0,0,0,0,15,30,1230080
인천지사,서울외곽순환,일산,45.5,C,2005,1,일요일,주간,6,맑음,0,남자,운전자과실,주시태만,차-시설,아스팔트,직선,평탄,건조,양호,승용(자가),,본선,본선,0,0,1,1,2,5,0,0,0,0,10,20,1500000
시흥지사,서울외곽순환,일산,33.4,C,2005,1,일요일,주간,8,맑음,30,여자,운전자과실,주시태만,차-시설,콘크리트,직선,평탄,건조,양호,승용(자가),,램프,시흥IC,0,0,1,1,2,2,0,0,0,0,0,20,1421990
시흥지사,서울외곽순환,일산,22.5,C,2005,3,목요일,야간,3,맑음,40,남자,운전자과실,음주,차-시설,콘크리트,우커브 500 이상,오르막 3% 미만,건조,양호,승용(자가),,본선,본선,0,1,1,1,2,10,0,0,0,0,0,15,1016100
인천지사,서울외곽순환,일산,34.6,B,2005,3,일요일,야간,22,맑음,40,남자,운전자과실,졸음,단독,아스팔트,직선,평탄,건조,양호,화물(소형),,터널,소래터널 초입부,1,0,1,2,2,13,0,0,0,0,66,66,1330000
동서울지사,서울외곽순환,일산,5,C,2005,3,월요일,야간,23,맑음,30,남자,운전자과실,음주,단독,콘크리트,직선,평탄,건조,양호,승용(자가),,본선,본선,0,0,1,1,2,20,0,0,0,0,5,30,359900
동서울지사,서울외곽순환,일산,9,C,2005,3,수요일,주간,7,맑음,20,남자,운전자과실,졸음,차-시설,아스팔트,직선,오르막 3% 미만,건조,양호,특수차량,,본선,본선,0,0,1,1,2,2,0,0,0,0,60,60,9863200
동서울지사,서울외곽순환,일산,6.6,C,2005,3,목요일,주간,8,흐림,40,남자,운전자과실,주시태만,차-시설,콘크리트,직선,평탄,건조,양호,승합(대형),,본선,본선,0,0,3,5,4,15,0,0,0,0,0,45,4456000
인천지사,서울외곽순환,일산,37.5,C,2005,3,수요일,주간,12,흐림,30,남자,기타,노면잡물,기타,아스팔트,좌커브 500 이상,내리막 3% 미만,건조,양호,승용(JEEP),,본선,본선,0,0,2,3,2,15,0,0,0,0,20,85,0
인천지사,서울외곽순환,일산,34.6,C,2005,3,목요일,야간,4,비,40,남자,운전자과실,졸음,단독,아스팔트,직선,오르막 3% 미만,습기,양호,승합(소형),,터널,소래터널,0,0,1,2,2,30,0,0,0,0,30,65,3405000
시흥지사,서울외곽순환,일산,19,B,2005,3,수요일,야간,2,흐림,40,남자,운전자과실,핸들과대조작,차-시설,콘크리트,직선,평탄,건조,양호,승용(자가),,터널,수암터널,1,0,1,2,4,15,0,0,0,0,49,49,623000
인천지사,서울외곽순환,일산,37,C,2005,4,목요일,야간,0,맑음,0,남자,운전자과실,졸음,단독,아스팔트,직선,평탄,건조,양호,화물(중형),,램프,장수 I/C진입부,0,0,1,1,2,15,0,0,0,0,20,40,1814200
동서울지사,서울외곽순환,일산,4.5,C,2005,4,수요일,야간,1,비,20,남자,운전자과실,기타,차-시설,콘크리트,직선,오르막 3% 미만,습기,양호,승용(자가),,본선,본선,0,0,1,1,2,10,0,0,0,0,20,20,624600
인천지사,서울외곽순환,일산,34.4,C,2005,4,월요일,주간,17,맑음,40,여자,운전자과실,핸들과대조작,추돌,콘크리트,직선,오르막 3% 미만,건조,양호,승용(자가),,본선,본선,0,0,2,2,2,5,0,0,0,0,5,60,1270000
인천지사,서울외곽순환,일산,50.2,C,2005,4,수요일,야간,4,흐림,40,남자,운전자과실,기타,단독,아스팔트,직선,평탄,건조,양호,승용(자가),,본선,본선,0,0,1,2,2,8,0,0,0,0,17,25,1569330
시흥지사,서울외곽순환,일산,24.4,C,2005,5,수요일,야간,6,맑음,50,남자,운전자과실,졸음,차-시설,콘크리트,직선,평탄,건조,양호,화물(소형),,본선,본선,0,0,1,1,2,5,0,0,0,0,20,20,1035000
시흥지사,서울외곽순환,일산,23.4,C,2005,5,공휴일,야간,20,비,40,여자,운전자과실,핸들과대조작,차-시설,콘크리트,직선,오르막 3% 미만,습기,양호,승용(JEEP),,본선,본선,0,1,1,1,4,5,0,0,0,0,20,25,553329
인천지사,서울외곽순환,일산,41.3,B,2005,5,화요일,주간,6,맑음,30,남자,운전자과실,졸음,추돌,아스팔트,직선,평탄,건조,양호,화물(대형),,진출입부,중동I/C,0,0,3,4,2,2,0,0,0,0,80,160,17110000
동서울지사,서울외곽순환,일산,6.6,C,2005,5,금요일,주간,12,맑음,30,남자,운전자과실,기타,차-시설,콘크리트,직선,평탄,건조,양호,화물(중형),,TG,청계,0,0,1,2,2,10,0,0,0,0,20,20,1126000
시흥지사,서울외곽순환,일산,30.3,C,2005,5,금요일,주간,12,맑음,60,남자,운전자과실,핸들과대조작,차-시설,콘크리트,우커브 500 미만,내리막 3% 미만,건조,양호,화물(중형),,램프,안현J/C,0,0,1,2,2,5,0,0,0,0,10,25,1652000
동서울지사,서울외곽순환,일산,4.5,C,2005,5,수요일,야간,0,비,30,남자,운전자과실,과속,차-시설,콘크리트,직선,평탄,습기,양호,승합(중형),,본선,본선,0,0,1,1,2,10,0,0,0,0,15,15,1295900
시흥지사,서울외곽순환,일산,25.7,C,2005,5,목요일,주간,13,맑음,50,남자,차량결함,엔진과열,단독,아스팔트,직선,평탄,건조,양호,화물(소형),,본선,본선,0,0,1,0,5,20,0,0,0,0,30,30,0
동서울지사,서울외곽순환,일산,9.7,C,2005,5,금요일,주간,17,맑음,20,남자,운전자과실,핸들과대조작,차-시설,아스팔트,직선,평탄,건조,양호,화물(소형),,본선,본선,0,0,1,1,4,12,0,0,0,0,20,25,338762
인천지사,서울외곽순환,일산,51.7,C,2005,5,토요일,주간,11,맑음,40,남자,운전자과실,주시태만,차-시설,콘크리트,직선,평탄,건조,양호,화물(중형),5톤,TG,김포,0,0,1,2,2,5,0,0,0,0,2,10,830000
시흥지사,서울외곽순환,일산,18.2,C,2005,6,월요일,야간,0,맑음,40,남자,운전자과실,음주,단독,콘크리트,직선,평탄,습기,양호,화물(중형),,본선,본선,0,0,1,1,2,10,0,0,0,0,15,30,0
인천지사,서울외곽순환,일산,36.8,C,2005,6,목요일,주간,15,맑음,40,여자,기타,노면잡물,차-시설,아스팔트,우커브 500 이상,평탄,건조,양호,승용(자가),,교량,장수IC전방,0,0,1,1,2,28,0,0,0,0,0,43,511470
시흥지사,서울외곽순환,일산,14.9,C,2005,6,금요일,주간,16,흐림,40,여자,차량결함,타이어 파손,차-시설,아스팔트,우커브 500 미만,평탄,건조,양호,승용(자가),,진출입부,산본I/C진입부,0,0,1,1,2,10,0,0,0,0,0,10,458600
시흥지사,서울외곽순환,일산,21,C,2005,6,월요일,야간,4,맑음,30,남자,운전자과실,졸음,단독,콘크리트,우커브 500 미만,평탄,건조,양호,승용(JEEP),,본선,본선,0,1,1,1,4,5,0,0,0,0,20,25,1537000
시흥지사,서울외곽순환,일산,30,C,2005,6,일요일,주간,6,맑음,40,남자,운전자과실,졸음,차-시설,콘크리트,직선,평탄,건조,양호,승용(자가),,진출입부,램프,0,0,1,2,4,5,0,0,0,0,15,20,5208654
동서울지사,서울외곽순환,일산,6.6,C,2005,6,수요일,야간,21,맑음,40,남자,운전자과실,주시태만,차-시설,콘크리트,직선,평탄,건조,양호,화물(소형),1톤,TG,청계,0,0,1,2,2,30,0,0,0,0,5,35,1406000
시흥지사,서울외곽순환,일산,19.8,B,2005,6,일요일,주간,18,비,40,남자,운전자과실,핸들과대조작,차-시설,아스팔트,직선,내리막 3% 미만,습기,양호,승합(중형),25인승,본선,본선,1,0,2,3,4,15,0,0,0,0,55,55,1278000
시흥지사,서울외곽순환,일산,21,C,2005,7,일요일,주간,6,비,30,남자,운전자과실,핸들과대조작,차-시설,콘크리트,직선,평탄,습기,양호,승용(자가),,본선,본선,0,0,1,1,2,0,0,0,0,0,5,5,377800
시흥지사,서울외곽순환,일산,23.5,C,2005,7,토요일,주간,7,비,50,남자,운전자과실,기타,차-시설,콘크리트,좌커브 500 이상,오르막 3% 미만,습기,양호,화물(중형),8톤,본선,본선,0,0,1,1,4,5,0,0,0,0,30,40,443800
동서울지사,서울외곽순환,일산,12.5,C,2005,7,토요일,주간,7,비,30,남자,차량결함,타이어 파손,차-시설,아스팔트,좌커브 500 미만,평탄,습기,양호,승용(영업),,본선,본선,0,0,2,3,2,7,0,0,0,0,20,20,2165900
인천지사,서울외곽순환,일산,41.3,C,2005,7,토요일,주간,9,비,40,남자,운전자과실,안전거리미확보,차-시설,아스팔트,직선,내리막 3% 미만,습기,양호,화물(소형),2.5톤,진출입부,중동IC(일산) 진출부,0,0,1,1,2,3,0,0,0,0,35,40,1233000
시흥지사,서울외곽순환,일산,32.1,C,2005,7,토요일,주간,15,흐림,50,남자,운전자과실,주시태만,차-시설,콘크리트,직선,평탄,건조,양호,화물(소형),1톤,TG,시흥,0,0,1,1,4,0,0,0,0,0,0,25,2195000
동서울지사,서울외곽순환,일산,3.7,C,2005,7,일요일,야간,18,흐림,40,남자,운전자과실,핸들과대조작,차-시설,콘크리트,직선,오르막 3% 미만,건조,양호,특수차량,,본선,본선,0,0,2,3,2,10,0,0,0,0,30,30,3421000
시흥지사,서울외곽순환,일산,19.8,C,2005,7,수요일,주간,11,흐림,60,남자,차량결함,타이어 파손,차-시설,콘크리트,직선,평탄,건조,양호,화물(중형),1톤,본선,본선,0,0,1,1,2,10,0,0,0,0,20,55,1959900
동서울지사,서울외곽순환,일산,6.7,B,2005,7,금요일,야간,19,맑음,20,남자,운전자과실,기타,차-시설,콘크리트,직선,평탄,건조,양호,화물(중형),2.5톤,TG,청계,1,5,2,4,2,15,0,0,0,0,120,120,11014000
인천지사,서울외곽순환,일산,42,C,2005,7,공휴일,야간,0,흐림,30,남자,운전자과실,음주,차-시설,아스팔트,직선,평탄,건조,양호,승용(자가),,본선,본선,0,0,1,1,2,0,0,0,0,0,14,17,1569330
시흥지사,서울외곽순환,일산,24.6,B,2005,7,월요일,주간,14,맑음,40,남자,운전자과실,졸음,추돌,콘크리트,직선,평탄,건조,양호,화물(소형),2.5톤,본선,본선,0,0,2,4,4,10,0,0,0,0,75,90,0
인천지사,서울외곽순환,일산,52.6,C,2005,7,화요일,주간,6,맑음,40,남자,운전자과실,과속,차-시설,아스팔트,우커브 500 미만,내리막 3% 미만,건조,양호,화물(중형),2.5톤,램프,김포I/C(하)진출램프,0,0,1,2,2,7,0,0,0,0,10,30,1423840
인천지사,서울외곽순환,일산,41.1,C,2005,7,토요일,야간,0,흐림,40,남자,운전자과실,졸음,차-시설,아스팔트,직선,평탄,건조,양호,화물(대형),25톤,진출입부,중동I/C,0,0,1,1,2,10,0,0,0,0,0,30,4520300
동서울지사,서울외곽순환,일산,1.8,C,2005,7,일요일,주간,10,흐림,30,여자,운전자과실,핸들과대조작,차-시설,콘크리트,직선,오르막 3% 미만,건조,양호,승합(소형),9인승,본선,본선,0,1,1,1,2,10,0,0,0,0,20,20,539700
인천지사,서울외곽순환,일산,51.9,C,2005,8,화요일,주간,14,흐림,50,남자,운전자과실,주시태만,차-시설,아스팔트,직선,평탄,건조,양호,화물(중형),3.5톤,TG,김포,0,0,1,2,2,15,0,0,0,0,1,20,2057000
시흥지사,서울외곽순환,일산,15.3,C,2005,8,수요일,야간,1,비,30,남자,운전자과실,음주,차-시설,아스팔트,직선,평탄,습기,양호,승용(자가),,본선,본선,0,2,1,0,4,10,0,0,0,0,30,30,2315300
시흥지사,서울외곽순환,일산,20.8,C,2005,8,목요일,주간,14,맑음,20,남자,운전자과실,주시태만,차-시설,콘크리트,직선,평탄,건조,양호,승용(자가),,본선,본선,0,0,1,2,2,30,0,0,0,0,0,30,326500
시흥지사,서울외곽순환,일산,28,C,2005,8,토요일,주간,15,맑음,20,남자,차량결함,엔진과열,화재,콘크리트,직선,오르막 3% 미만,건조,양호,화물(소형),1톤,본선,본선,0,0,1,0,5,12,0,0,0,0,15,40,2591100
인천지사,서울외곽순환,일산,44,C,2005,8,금요일,주간,13,흐림,30,남자,운전자과실,핸들과대조작,추돌,아스팔트,직선,오르막 3% 미만,건조,양호,승용(JEEP),,램프,서운JC(부천-인천 분기점),0,0,4,7,2,5,0,0,0,0,1,65,1277460
동서울지사,서울외곽순환,일산,13.5,C,2005,8,토요일,주간,6,흐림,40,남자,차량결함,엔진과열,화재,아스팔트,우커브 500 미만,평탄,건조,양호,승합(소형),9인승,본선,본선,0,0,1,0,5,25,0,0,0,0,15,40,1139600
동서울지사,서울외곽순환,일산,6,C,2005,8,목요일,야간,3,비,40,남자,운전자과실,핸들과대조작,차-시설,콘크리트,직선,평탄,습기,양호,승용(JEEP),,본선,본선,0,0,1,2,2,15,0,0,0,0,40,40,835900
동서울지사,서울외곽순환,일산,1,C,2005,9,화요일,야간,23,맑음,30,여자,운전자과실,졸음,차-시설,콘크리트,직선,오르막 3% 미만,건조,양호,승용(JEEP),,본선,본선,0,0,1,2,4,5,0,0,0,0,30,30,720000
시흥지사,서울외곽순환,일산,21,C,2005,9,월요일,주간,9,맑음,40,여자,운전자과실,추월불량,차-시설,콘크리트,직선,평탄,건조,양호,승용(JEEP),,본선,본선,0,0,2,3,2,10,0,0,0,0,35,50,0
시흥지사,서울외곽순환,일산,31.1,C,2005,9,화요일,야간,19,비,0,남자,기타,기타,차-시설,콘크리트,직선,내리막 3% 미만,습기,양호,화물(중형),5톤,본선,본선,0,1,2,3,2,5,0,0,0,0,20,25,3171500
인천지사,서울외곽순환,일산,38.2,C,2005,9,토요일,주간,6,비,40,남자,운전자과실,과속,차-시설,아스팔트,직선,내리막 3% 미만,습기,양호,승합(대형),25인승,본선,본선,0,0,1,1,2,13,0,0,0,0,50,105,3717690
동서울지사,서울외곽순환,일산,6.4,C,2005,10,금요일,주간,15,비,40,남자,기타,노면잡물,차-시설,아스팔트,직선,평탄,습기,양호,트레일러,11톤,본선,본선,0,0,1,1,2,18,0,0,0,0,85,55,2883500
인천지사,서울외곽순환,일산,37,C,2005,10,토요일,야간,1,흐림,20,남자,기타,기타,차-시설,아스팔트,우커브 500 이상,오르막 3% 미만,건조,양호,승용(자가),,본선,본선,0,0,1,1,2,10,0,0,0,0,0,30,517110
시흥지사,서울외곽순환,일산,19.8,C,2005,10,월요일,야간,23,맑음,20,남자,운전자과실,추월불량,충돌,콘크리트,직선,평탄,건조,양호,승용(자가),,본선,본선,0,0,2,3,2,20,0,0,0,0,0,50,778200
시흥지사,서울외곽순환,일산,21.1,C,2005,10,목요일,주간,14,맑음,40,남자,운전자과실,과속,차-시설,아스팔트,좌커브 500 미만,오르막 3% 미만,건조,양호,화물(중형),11톤,램프,조남JC 일산방향 램프,0,0,1,1,4,5,0,0,0,0,75,90,910900
시흥지사,서울외곽순환,일산,19.8,C,2005,10,일요일,야간,5,맑음,30,남자,기타,보행및횡단,차-사람,콘크리트,직선,내리막 3% 미만,건조,양호,승용(자가),,본선,본선,0,1,1,2,2,2,0,0,0,0,18,20,0
시흥지사,서울외곽순환,일산,21.8,C,2005,10,금요일,주간,8,비,40,남자,운전자과실,핸들과대조작,차-시설,콘크리트,우커브 500 미만,평탄,습기,양호,화물(소형),1톤,본선,본선,0,0,1,1,2,0,0,0,0,0,0,95,695800
인천지사,서울외곽순환,일산,38,C,2005,10,일요일,주간,17,맑음,0,미상,기타,기타,추돌,아스팔트,좌커브 500 이상,내리막 3% 미만,건조,양호,기타,,본선,본선,0,0,2,3,2,2,0,0,0,0,12,25,652400
인천지사,서울외곽순환,일산,57.2,C,2005,11,화요일,주간,12,맑음,40,남자,운전자과실,기타,단독,아스팔트,좌커브 500 이상,내리막 3% 미만,건조,양호,화물(중형),5톤,램프,일산I/C램프,0,0,1,1,4,15,0,0,0,0,90,120,2563800
시흥지사,서울외곽순환,일산,18.2,C,2005,11,화요일,야간,2,흐림,40,남자,운전자과실,음주,차-시설,콘크리트,직선,평탄,건조,양호,승용(자가),,본선,본선,0,0,1,1,2,10,0,0,0,0,20,20,1015610
인천지사,서울외곽순환,일산,44.7,C,2005,11,화요일,주간,14,맑음,40,남자,운전자과실,과속,단독,아스팔트,직선,평탄,건조,양호,화물(중형),25톤,본선,본선,0,0,1,2,2,5,0,0,0,0,50,55,706090
시흥지사,서울외곽순환,일산,21.4,C,2005,12,토요일,야간,5,맑음,0,남자,운전자과실,졸음,추돌,콘크리트,우커브 500 이상,평탄,건조,양호,승합(소형),7인승,본선,본선,0,1,3,5,2,15,0,0,0,0,20,60,0
동서울지사,서울외곽순환,일산,6.5,C,2005,12,토요일,야간,5,눈,30,남자,운전자과실,핸들과대조작,차-시설,콘크리트,직선,평탄,적설,양호,승용(자가),,TG,청계,0,0,1,2,2,10,0,0,0,0,0,10,1150000
시흥지사,서울외곽순환,일산,32.2,C,2005,12,목요일,야간,5,맑음,30,남자,운전자과실,음주,추돌,아스팔트,직선,평탄,건조,양호,승용(JEEP),,TG,시흥,0,0,2,3,2,1,0,0,0,0,55,75,1909700
시흥지사,서울외곽순환,일산,21,C,2005,12,목요일,주간,9,맑음,40,남자,운전자과실,과속,차-시설,콘크리트,우커브 500 미만,내리막 3% 미만,건조,양호,트레일러,15톤,램프,조남JC 목포방면램프,0,0,1,2,2,5,0,0,0,0,55,85,505400
인천지사,서울외곽순환,일산,46,B,2005,12,목요일,주간,5,맑음,40,남자,운전자과실,주시태만,추돌,아스팔트,직선,평탄,건조,양호,화물(대형),15톤,램프,계양I/C,0,2,2,2,4,10,0,0,0,0,250,250,1940480
동서울지사,서울외곽순환,일산,6.6,C,2005,12,목요일,주간,15,흐림,20,남자,운전자과실,주시태만,차-시설,콘크리트,직선,내리막 3% 미만,건조,양호,승용(JEEP),,TG,청계,0,0,1,2,2,8,0,0,0,0,20,20,620000
인천지사,서울외곽순환,일산,37.8,C,2005,12,금요일,야간,21,흐림,30,남자,차량결함,엔진과열,단독,아스팔트,직선,평탄,건조,양호,승용(JEEP),,본선,본선,0,0,1,0,2,5,0,0,0,0,74,75,0
동서울지사,서울외곽순환,일산,6.8,B,2005,12,토요일,야간,20,맑음,30,남자,운전자과실,주시태만,추돌,콘크리트,직선,평탄,건조,양호,승용(자가),,TG,청계,0,0,2,4,2,0,0,0,0,0,26,26,0
인천지사,서울외곽순환,일산,86.2,C,2006,1,토요일,야간,1,흐림,40,남자,운전자과실,통행위반,차-시설,아스팔트,직선,평탄,건조,양호,승용(JEEP),,램프,중동I/C 진입램프,0,0,2,2,1,5,0,0,0,0,10,25,598000
인천지사,서울외곽순환,일산,83.8,C,2006,2,월요일,주간,13,맑음,40,남자,기타,기타,차-시설,아스팔트,우커브 500 이상,오르막 3% 미만,건조,양호,화물(중형),5톤,교량,서운JC램프(서울~일산),0,0,1,1,3,22,0,0,0,0,115,115,1505000
인천지사,서울외곽순환,일산,76.4,C,2006,2,목요일,주간,7,맑음,40,남자,운전자과실,기타,단독,콘크리트,직선,평탄,건조,양호,화물(중형),5톤,TG,김포요금소,0,0,1,2,1,110,0,0,0,0,0,110,544500
인천지사,서울외곽순환,일산,84.6,B,2006,2,일요일,주간,10,맑음,30,남자,운전자과실,핸들과대조작,추돌,아스팔트,직선,평탄,건조,양호,승합(소형),7인승,본선,본선,1,0,3,4,3,10,0,0,0,0,80,90,0
인천지사,서울외곽순환,일산,84.8,C,2006,2,목요일,야간,0,맑음,20,남자,운전자과실,핸들과대조작,차-시설,아스팔트,직선,평탄,건조,양호,승용(자가),,본선,본선,0,0,1,2,1,12,0,0,0,0,15,25,1487250
인천지사,서울외곽순환,일산,77.3,C,2006,4,화요일,주간,7,맑음,30,여자,운전자과실,핸들과대조작,차-시설,아스팔트,직선,평탄,건조,양호,승용(자가),,본선,본선,0,0,2,3,3,14,0,0,0,0,20,34,815250
인천지사,서울외곽순환,일산,86.4,C,2006,4,월요일,주간,17,맑음,30,남자,기타,노면잡물,차-시설,아스팔트,직선,내리막 3% 미만,건조,양호,승용(자가),,교량,중동ic진출램프,0,0,1,2,1,0,0,0,0,0,0,35,986000
인천지사,서울외곽순환,일산,70,C,2006,5,수요일,주간,13,맑음,20,남자,운전자과실,졸음,차-시설,아스팔트,직선,평탄,건조,양호,화물(소형),1톤,램프,일산IC램프(판교~일산),0,1,1,1,1,10,0,0,0,0,0,40,836000
인천지사,서울외곽순환,일산,75.6,C,2006,6,수요일,야간,5,맑음,0,남자,차량결함,타이어 파손,차-시설,아스팔트,우커브 500 미만,오르막 3% 미만,건조,양호,트레일러,27톤,램프,일산 방면 진입램프,0,0,1,1,3,10,0,0,0,0,0,120,1924500
인천지사,서울외곽순환,일산,93.7,C,2006,7,금요일,야간,2,비,30,남자,운전자과실,기타,단독,콘크리트,직선,내리막 3% 미만,습기,양호,승용(자가),,본선,본선,0,1,1,2,1,20,0,0,0,0,23,45,2774600
인천지사,서울외곽순환,일산,89.1,C,2006,8,목요일,야간,0,맑음,30,남자,운전자과실,음주,차-시설,아스팔트,직선,내리막 3% 미만,건조,양호,승용(JEEP),,본선,본선,0,0,1,1,1,12,0,0,0,0,15,31,621300
인천지사,서울외곽순환,일산,80.3,C,2006,8,수요일,야간,1,맑음,20,남자,운전자과실,음주,단독,아스팔트,좌커브 500 이상,평탄,건조,양호,승용(자가),,본선,본선,0,0,1,1,1,5,0,0,0,0,17,20,1794000
인천지사,서울외곽순환,일산,91.7,C,2006,8,화요일,주간,10,맑음,50,남자,운전자과실,핸들과대조작,차-시설,아스팔트,직선,평탄,습기,양호,승용(JEEP),,본선,본선,0,0,1,2,1,5,0,0,0,0,0,40,1007000
인천지사,서울외곽순환,일산,83.2,C,2006,9,수요일,주간,14,맑음,40,남자,운전자과실,핸들과대조작,접촉,아스팔트,직선,평탄,건조,양호,화물(소형),1톤,본선,본선,0,0,2,3,3,6,0,0,0,0,34,40,653760
인천지사,서울외곽순환,일산,76,C,2006,10,일요일,야간,20,맑음,40,남자,운전자과실,주시태만,단독,콘크리트,직선,평탄,건조,양호,승용(JEEP),,TG,김포톨게이트,0,0,1,2,1,5,0,0,0,0,25,25,2420000
인천지사,서울외곽순환,일산,91.2,C,2006,10,수요일,주간,7,흐림,40,남자,차량결함,타이어 파손,차-시설,콘크리트,우커브 500 이상,오르막 3% 미만,건조,양호,화물(소형),1톤,본선,본선,0,0,1,1,3,4,0,0,0,0,45,46,800000
인천지사,서울외곽순환,일산,70,C,2006,10,일요일,주간,9,안개,30,여자,운전자과실,기타,차-시설,아스팔트,좌커브 500 이상,내리막 3% 미만,건조,양호,승용(자가),,램프,일산IC진출부,0,0,1,2,1,8,0,0,0,0,0,35,570000
인천지사,서울외곽순환,일산,77.5,C,2006,11,목요일,야간,4,맑음,30,남자,운전자과실,졸음,추돌,아스팔트,직선,평탄,건조,양호,화물(중형),3.5톤,본선,본선,0,0,2,2,1,10,0,0,0,0,0,380,684760
인천지사,서울외곽순환,일산,73.6,C,2006,11,일요일,야간,19,맑음,20,여자,운전자과실,핸들과대조작,추돌,아스팔트,직선,평탄,건조,양호,승용(자가),,본선,본선,0,0,2,2,5,8,0,0,0,0,30,35,1543100
인천지사,서울외곽순환,일산,82.2,C,2006,11,월요일,야간,23,맑음,40,남자,운전자과실,과속,차-시설,아스팔트,좌커브 500 미만,내리막 3% 이상,건조,양호,승용(JEEP),,램프,계양IC,0,0,1,1,1,5,0,0,0,0,15,20,1052000
인천지사,서울외곽순환,일산,79.6,B,2006,12,월요일,야간,19,맑음,30,남자,운전자과실,주시태만,차-사람,아스팔트,우커브 500 미만,평탄,건조,양호,화물(소형),1톤,본선,본선,1,0,3,4,1,3,0,0,0,0,40,50,0
동서울지사,서울외곽순환,일산,117,C,2006,5,월요일,야간,23,맑음,40,남자,운전자과실,안전거리미확보,차-시설,아스팔트,직선,내리막 3% 미만,건조,양호,화물(소형),1톤,본선,본선,0,1,2,3,3,0,0,0,0,0,55,55,321400
동서울지사,서울외곽순환,일산,121.4,C,2006,8,화요일,주간,13,맑음,30,남자,운전자과실,주시태만,차-시설,아스팔트,직선,평탄,건조,양호,특수차량,,TG,청계영업소,0,0,1,2,1,8,0,0,0,0,5,8,414000
동서울지사,서울외곽순환,일산,121.4,C,2006,8,수요일,주간,7,맑음,40,남자,운전자과실,주시태만,차-시설,아스팔트,직선,평탄,건조,양호,승용(자가),,TG,청계영업소,0,0,1,2,1,4,0,0,0,0,6,6,2859300
동서울지사,서울외곽순환,일산,121.4,C,2006,8,수요일,야간,22,맑음,50,여자,운전자과실,주시태만,차-시설,콘크리트,직선,평탄,건조,양호,승용(자가),,휴게소,청계업업소,0,0,1,2,1,30,0,0,0,0,10,30,1300000
동서울지사,서울외곽순환,일산,121.3,C,2006,10,금요일,주간,14,맑음,0,남자,운전자과실,안전거리미확보,추돌,콘크리트,직선,평탄,건조,양호,승용(영업),,TG,청계T/G,0,0,4,8,1,15,0,0,0,0,20,20,0
동서울지사,서울외곽순환,일산,124.4,C,2006,10,목요일,야간,5,맑음,30,남자,운전자과실,졸음,추돌,아스팔트,직선,평탄,건조,양호,승용(자가),,본선,본선,0,0,2,2,1,6,0,0,0,0,24,24,1587600
동서울지사,서울외곽순환,일산,115.6,B,2006,11,목요일,야간,6,비,0,남자,운전자과실,주시태만,차-사람,콘크리트,직선,평탄,습기,양호,승용(자가),,본선,본선,1,0,2,2,1,40,0,0,0,0,25,50,0
시흥지사,서울외곽순환,일산,104.8,C,2006,2,화요일,주간,8,눈,40,남자,운전자과실,과속,단독,아스팔트,우커브 500 미만,오르막 3% 미만,적설,양호,승용(자가),,본선,본선,0,0,1,1,1,5,0,0,0,0,0,20,3303300
시흥지사,서울외곽순환,일산,112,C,2006,2,수요일,주간,18,안개,30,남자,운전자과실,핸들과대조작,차-시설,콘크리트,직선,평탄,건조,양호,승합(중형),9인승,램프,산본I/C램프,0,1,1,1,1,10,0,0,0,0,0,20,688600
시흥지사,서울외곽순환,일산,100.4,C,2006,3,수요일,야간,4,맑음,30,여자,운전자과실,졸음,차-시설,콘크리트,우커브 500 이상,평탄,건조,양호,승용(자가),,본선,본선,0,1,1,0,1,10,0,0,0,0,40,70,2672100
시흥지사,서울외곽순환,일산,95.7,C,2006,4,목요일,야간,5,맑음,30,남자,운전자과실,기타,차-시설,아스팔트,직선,평탄,건조,양호,트레일러,25톤,TG,시흥영업소,0,0,1,2,1,5,0,0,0,0,20,20,1868300
시흥지사,서울외곽순환,일산,109.3,C,2006,5,수요일,주간,14,맑음,50,남자,운전자과실,졸음,차-시설,콘크리트,직선,평탄,건조,양호,승합(소형),9인승,터널,수암터널입구부,0,0,1,1,3,10,0,0,0,0,30,30,19900000
시흥지사,서울외곽순환,일산,97.3,C,2006,6,토요일,야간,5,비,50,남자,운전자과실,과속,차-시설,콘크리트,직선,평탄,습기,양호,화물(대형),98톤,램프,안현 J/C 램프,0,1,1,0,4,10,0,0,0,0,20,100,4094800
시흥지사,서울외곽순환,일산,104.4,B,2006,6,일요일,주간,6,맑음,40,남자,운전자과실,추월불량,추돌,아스팔트,우커브 500 이상,내리막 3% 미만,건조,양호,화물(소형),1톤,본선,본선,1,0,2,1,1,5,0,0,0,0,25,45,0
시흥지사,서울외곽순환,일산,96.3,C,2006,6,토요일,주간,16,맑음,50,남자,운전자과실,주시태만,추돌,콘크리트,직선,평탄,건조,소성변경,승용(자가),,본선,본선,0,0,2,3,3,10,0,0,0,0,20,20,1141300
