location,route,direction,distance,level,year,month,week,day_night,hour,weather,age,gender,cause_L,cause_S,pattern,pave,dir_curv,slope,surface_condition,pavment_condition,car_type,car_standard,최초사고지점_도로시설,지점명,dead,injury,acc_cars,defeat,state,arrive_time,ambulance_arrive_time,people_rescue_time,towtruck_arrive_time,rescue_time,block_time,handling_time,damage
수원지사,경부,서울,365.3,B,2008,6,토요일,주간,12,흐림,0,남자,운전자과실,주시태만,차-사람,아스팔트,직선,평탄,건조,양호,화물(소형),1톤,본선,본선,1,1,3,6,1,0,0,0,0,0,50,50,0
수원지사,경부,서울,392.4,C,2008,7,목요일,주간,12,맑음,20,남자,운전자과실,핸들과대조작,차-시설,아스팔트,우커브 500 이상,오르막 3% 미만,건조,양호,승용(자가),,램프,수원IC,0,0,1,1,1,1,0,0,0,0,1,5,0
수원지사,경부,서울,403,C,2008,7,화요일,주간,18,맑음,40,남자,기타,기타,기타,아스팔트,직선,평탄,건조,양호,승용(자가),,TGHi,출구18번(하이패스차로),0,0,1,2,1,5,0,0,0,0,0,15,0
수원지사,경부,서울,413.8,C,2008,7,수요일,주간,13,흐림,0,남자,운전자과실,핸들과대조작,차-시설,아스팔트,직선,내리막 3% 미만,건조,양호,기타,,본선,본선,0,0,1,1,3,10,0,0,0,0,10,75,866548
수원지사,경부,서울,399.2,B,2008,8,금요일,야간,2,흐림,50,남자,운전자과실,졸음,추돌,아스팔트,직선,평탄,건조,양호,화물(중형),5톤,본선,본선,0,0,2,3,1,0,0,0,0,0,0,0,0
수원지사,경부,서울,390.4,C,2008,8,수요일,야간,22,맑음,20,여자,기타,노면잡물,단독,아스팔트,직선,평탄,건조,양호,승용(자가),,본선,본선,0,0,5,10,1,10,0,0,0,0,0,40,0
수원지사,경부,서울,377.8,C,2008,9,토요일,야간,3,맑음,30,남자,운전자과실,음주,차-시설,아스팔트,직선,오르막 3% 미만,건조,양호,승용(자가),,본선,본선,0,1,2,3,1,5,0,0,0,0,50,50,1293121
수원지사,경부,서울,382.5,C,2008,9,토요일,주간,16,맑음,0,여자,차량결함,타이어 파손,차-시설,아스팔트,직선,내리막 3% 미만,건조,양호,승용(자가),,본선,본선,0,0,1,1,1,5,0,0,0,0,0,15,627242
수원지사,경부,서울,408.7,C,2008,9,금요일,야간,22,맑음,30,남자,운전자과실,기타,차-시설,아스팔트,직선,오르막 3% 이상,건조,양호,화물(소형),1톤,본선,본선,0,1,2,2,1,5,0,0,0,0,5,10,805752
수원지사,경부,서울,394,C,2008,9,월요일,야간,22,비,40,미상,운전자과실,기타,차-시설,아스팔트,직선,평탄,습기,양호,화물(대형),24톤,교량,신갈JCT2교,0,0,1,2,1,0,0,0,0,0,5,5,0
수원지사,경부,서울,386.9,C,2008,9,수요일,야간,20,흐림,40,남자,운전자과실,과속,차-시설,아스팔트,직선,내리막 3% 미만,건조,양호,승용(JEEP),,램프,신기흥IC,0,0,1,1,1,5,0,0,0,0,10,10,627242
수원지사,경부,서울,373.3,C,2008,9,금요일,야간,22,맑음,20,남자,운전자과실,주시태만,차-시설,아스팔트,직선,평탄,건조,양호,트레일러,25톤,본선,본선,0,0,2,3,1,10,0,0,0,0,55,56,2274804
수원지사,경부,서울,398.8,B,2008,10,일요일,주간,13,흐림,60,여자,운전자과실,핸들과대조작,차-시설,아스팔트,직선,평탄,건조,양호,승용(JEEP),,정류장,죽전정류장,0,0,1,2,4,8,0,0,0,0,40,8,4134602
수원지사,경부,서울,392,C,2008,10,월요일,주간,17,맑음,30,남자,운전자과실,기타,차-시설,아스팔트,직선,평탄,건조,양호,화물(소형),1톤,TG,수원I/C,0,0,1,2,1,20,0,0,0,0,0,20,370000
수원지사,경부,서울,366.7,C,2008,10,금요일,야간,19,흐림,50,남자,운전자과실,핸들과대조작,단독,아스팔트,직선,오르막 3% 미만,건조,양호,승용(자가),,본선,본선,0,0,1,2,1,15,0,0,0,0,30,50,621898
수원지사,경부,서울,361.5,C,2008,11,토요일,주간,9,흐림,20,남자,운전자과실,핸들과대조작,차-시설,아스팔트,좌커브 500 이상,내리막 3% 미만,건조,양호,승용(자가),,본선,본선,0,1,1,2,3,12,0,0,0,0,20,25,642758
수원지사,경부,서울,402.7,C,2008,11,수요일,야간,0,흐림,30,여자,운전자과실,주시태만,추돌,아스팔트,직선,내리막 3% 미만,습기,양호,승용(자가),,본선,본선,0,0,3,4,3,0,0,0,0,0,40,45,0
수원지사,경부,서울,386.5,C,2008,11,수요일,야간,3,흐림,40,남자,운전자과실,핸들과대조작,차-시설,아스팔트,좌커브 500 미만,내리막 3% 미만,건조,양호,승용(자가),,램프,신기흥I/C,0,0,1,1,1,5,0,0,0,0,30,30,425766
수원지사,경부,서울,411,C,2008,12,금요일,주간,14,맑음,40,남자,차량결함,타이어 파손,차-시설,아스팔트,직선,내리막,건조,양호,화물(소형),1톤,본선,본선,0,0,1,1,4,20,0,0,0,0,0,20,6236024
수원지사,경부,서울,415.3,C,2008,12,화요일,주간,11,맑음,0,남자,운전자과실,주시태만,차-시설,아스팔트,직선,평탄,건조,양호,화물(소형),1톤,본선,본선,0,0,1,2,1,10,0,0,0,0,20,20,621898
수원지사,경부,서울,394.8,C,2008,12,수요일,주간,14,흐림,50,남자,차량결함,기타,차-시설,아스팔트,직선,오르막 3% 미만,습기,양호,화물(소형),1톤,본선,본선,0,0,1,2,1,5,0,0,0,0,0,20,326502
수원지사,경부,서울,413.2,C,2008,12,수요일,야간,18,맑음,50,남자,운전자과실,주시태만,추돌,아스팔트,직선,평탄,건조,양호,승합(대형),45인승,본선,본선,0,3,5,9,1,23,0,0,0,0,0,53,0
수원지사,경부,서울,390.2,C,2008,12,금요일,야간,20,맑음,50,남자,운전자과실,주시태만,추돌,아스팔트,직선,평탄,건조,양호,승용(JEEP),,본선,본선,0,0,2,2,1,15,0,0,0,0,10,15,553948
천안지사,경부,서울,305.6,C,2008,2,일요일,주간,8,맑음,20,남자,운전자과실,졸음,차-시설,아스팔트,직선,오르막 3% 미만,건조,양호,승용(자가),,본선,본선,0,0,1,1,1,20,0,0,0,0,0,31,770500
천안지사,경부,서울,335.5,B,2008,2,화요일,야간,5,눈,20,남자,운전자과실,주시태만,추돌,콘크리트,직선,평탄,습기,양호,승용(JEEP),,휴게소,천안삼거리 휴게소,1,0,2,3,1,20,0,0,0,0,0,25,0
천안지사,경부,서울,347.7,C,2008,2,수요일,야간,3,맑음,40,남자,운전자과실,졸음,추돌,아스팔트,직선,평탄,건조,양호,승용(자가),,본선,본선,0,0,2,3,1,8,0,0,0,0,20,23,318350
천안지사,경부,서울,360.3,C,2008,3,화요일,주간,22,맑음,30,남자,운전자과실,핸들과대조작,차-시설,아스팔트,직선,평탄,건조,양호,승용(JEEP),,본선,본선,0,1,1,0,3,11,0,0,0,0,22,27,1389300
천안지사,경부,서울,329.1,B,2008,3,목요일,야간,23,비,20,남자,운전자과실,과속,차-시설,아스팔트,우커브 500 이상,평탄,습기,양호,승용(자가),,본선,본선,1,0,1,2,3,15,0,0,0,0,15,65,374450
천안지사,경부,서울,336.6,C,2008,3,토요일,야간,22,비,40,남자,운전자과실,과속,차-시설,아스팔트,직선,오르막 3% 미만,습기,양호,승용(자가),,본선,본선,0,0,1,1,1,30,0,0,0,0,0,40,820140
천안지사,경부,서울,326.8,C,2008,3,일요일,야간,1,비,40,남자,운전자과실,과속,추돌,아스팔트,좌커브 500 이상,오르막 3% 미만,습기,양호,승합(소형),5인승,본선,본선,0,0,2,3,1,20,0,0,0,0,1,35,733740
천안지사,경부,서울,330,C,2008,4,화요일,주간,6,맑음,0,남자,차량결함,타이어 파손,차-시설,콘크리트,직선,평탄,건조,양호,승용(JEEP),,TG,목천T/G,0,0,1,2,1,25,0,0,0,0,0,30,1222000
천안지사,경부,서울,359.6,C,2008,4,수요일,야간,5,맑음,60,남자,운전자과실,졸음,단독,아스팔트,직선,평탄,건조,양호,화물(대형),22톤,본선,본선,0,0,1,1,1,10,0,0,0,0,0,20,6765460
천안지사,경부,서울,343.5,C,2008,4,목요일,야간,2,맑음,60,남자,운전자과실,졸음,차-시설,아스팔트,직선,평탄,건조,양호,화물(대형),15톤,본선,본선,0,0,1,1,1,10,0,0,0,0,30,40,12507000
천안지사,경부,서울,330.5,C,2008,4,월요일,주간,12,맑음,50,남자,운전자과실,핸들과대조작,단독,아스팔트,직선,내리막 3% 미만,건조,양호,승용(자가),,본선,본선,0,0,1,1,1,20,0,0,0,0,2,25,1679660
천안지사,경부,서울,343.5,B,2008,4,화요일,야간,21,맑음,30,남자,운전자과실,안전거리미확보,추돌,아스팔트,직선,오르막 3% 미만,건조,양호,화물(중형),5톤,본선,본선,1,0,2,4,1,5,0,0,0,0,15,25,0
천안지사,경부,서울,306.8,C,2008,5,금요일,주간,17,흐림,50,남자,운전자과실,주시태만,단독,아스팔트,직선,평탄,건조,양호,승용(자가),,본선,본선,0,0,1,2,1,5,0,0,0,0,0,20,539630
천안지사,경부,서울,318.7,C,2008,6,토요일,야간,4,안개,30,남자,운전자과실,졸음,단독,아스팔트,좌커브 500 미만,오르막 3% 미만,건조,양호,화물(대형),11톤,본선,본선,0,0,1,0,4,20,0,0,0,0,300,305,5726920
천안지사,경부,서울,340.8,C,2008,6,수요일,주간,13,비,20,남자,운전자과실,과속,단독,아스팔트,직선,내리막 3% 미만,습기,양호,승합(소형),9인승,본선,본선,0,1,1,1,3,5,0,0,0,0,25,30,1781290
천안지사,경부,서울,350.6,C,2008,6,금요일,야간,2,흐림,40,남자,운전자과실,주시태만,추돌,아스팔트,직선,평탄,건조,양호,승용(자가),,본선,본선,0,1,2,3,1,22,0,0,0,0,32,42,858120
천안지사,경부,서울,307.8,B,2008,6,목요일,주간,14,흐림,0,남자,운전자과실,졸음,추돌,콘크리트,직선,평탄,건조,양호,화물(중형),11톤,교량,미호천교,1,0,2,3,1,25,0,0,0,0,30,36,0
천안지사,경부,서울,332,B,2008,7,수요일,주간,11,맑음,0,남자,운전자과실,졸음,추돌,아스팔트,직선,내리막,건조,양호,승합(중형),9인승,본선,본선,1,0,2,3,1,19,0,0,0,0,5,27,0
천안지사,경부,서울,342,C,2008,8,목요일,야간,5,흐림,20,남자,운전자과실,졸음,추돌,아스팔트,직선,오르막 3% 미만,건조,양호,화물(중형),5톤,본선,본선,0,1,2,4,1,0,0,0,0,0,0,0,0
천안지사,경부,서울,329.7,C,2008,8,금요일,주간,15,비,50,남자,운전자과실,과속,차-시설,아스팔트,우커브 500 이상,오르막 3% 미만,습기,양호,화물(소형),1톤,램프,몫천I/C,0,0,1,1,3,15,0,0,0,0,20,20,1165870
천안지사,경부,서울,353.9,C,2008,9,월요일,주간,7,비,30,남자,운전자과실,과속,차-시설,아스팔트,좌커브 500 이상,평탄,습기,양호,승용(영업),,본선,본선,0,0,1,1,1,10,0,0,0,0,0,20,1374150
천안지사,경부,서울,344.8,C,2008,9,화요일,야간,2,비,20,남자,운전자과실,핸들과대조작,차-시설,아스팔트,직선,평탄,습기,양호,승용(JEEP),,본선,본선,0,1,3,5,1,11,0,0,0,0,12,25,845590
천안지사,경부,서울,354.3,C,2008,9,화요일,주간,9,비,20,남자,운전자과실,핸들과대조작,차-시설,아스팔트,직선,평탄,습기,양호,승합(소형),5인승,본선,본선,0,0,1,1,1,15,0,0,0,0,0,20,1381370
천안지사,경부,서울,343.4,C,2008,9,토요일,주간,16,맑음,40,남자,운전자과실,안전거리미확보,충돌,아스팔트,직선,오르막 3% 미만,건조,양호,승용(자가),,본선,본선,0,1,3,2,7,1,0,0,0,0,60,61,3227800
천안지사,경부,서울,305.2,C,2008,9,월요일,주간,16,맑음,50,남자,운전자과실,핸들과대조작,차-시설,아스팔트,우커브 500 이상,오르막 3% 미만,건조,양호,승용(자가),,램프,청주나들목진출부램프구간,0,0,1,1,1,24,0,0,0,0,0,25,981350
천안지사,경부,서울,350.5,C,2008,9,금요일,주간,12,맑음,20,남자,운전자과실,핸들과대조작,단독,아스팔트,직선,평탄,건조,양호,승합(소형),9인승,본선,본선,0,0,1,1,1,5,0,0,0,0,0,10,2020000
천안지사,경부,서울,305.2,C,2008,9,화요일,주간,10,맑음,20,남자,운전자과실,핸들과대조작,단독,아스팔트,직선,평탄,건조,양호,승용(자가),,본선,본선,0,0,1,2,1,4,0,0,0,0,0,10,11387380
천안지사,경부,서울,345.5,C,2008,9,목요일,야간,20,비,20,여자,운전자과실,핸들과대조작,차-시설,아스팔트,직선,평탄,습기,양호,승용(자가),,본선,본선,0,0,1,2,1,10,0,0,0,0,5,20,1471330
천안지사,경부,서울,359.9,B,2008,10,토요일,야간,23,흐림,30,남자,운전자과실,과속,차-시설,아스팔트,직선,평탄,습기,양호,승용(자가),,본선,본선,1,0,1,2,1,18,0,0,0,0,50,94,13606590
천안지사,경부,서울,359.4,C,2008,10,화요일,주간,8,맑음,30,남자,운전자과실,주시태만,차-시설,아스팔트,직선,평탄,건조,양호,승용(자가),,본선,본선,0,0,2,2,4,20,0,0,0,0,20,45,1336200
천안지사,경부,서울,307.5,B,2008,11,일요일,야간,4,흐림,50,남자,기타,보행및횡단,차-사람,아스팔트,직선,평탄,건조,양호,화물(소형),1톤,본선,본선,1,0,1,2,1,25,0,0,0,0,15,55,0
천안지사,경부,서울,305.8,C,2008,11,일요일,주간,8,맑음,40,남자,운전자과실,핸들과대조작,추돌,아스팔트,직선,내리막 3% 이상,건조,양호,승용(JEEP),,본선,본선,0,0,2,3,3,18,0,0,0,0,3,93,2376560
천안지사,경부,서울,331.7,C,2008,11,토요일,주간,8,비,40,남자,운전자과실,과속,단독,콘크리트,직선,오르막 3% 이상,습기,양호,승용(자가),,본선,본선,0,0,1,1,1,29,0,0,0,0,0,35,1441000
천안지사,경부,서울,345.4,B,2008,12,수요일,주간,10,맑음,40,남자,운전자과실,과속,차-시설,아스팔트,직선,평탄,건조,양호,화물(소형),1톤,본선,본선,1,0,1,2,3,7,0,0,0,0,65,77,2552590
천안지사,경부,서울,335.5,C,2008,12,화요일,야간,20,맑음,40,남자,운전자과실,주시태만,단독,아스팔트,좌커브 500 이상,평탄,건조,양호,승용(자가),,휴게소,천안삼거리휴게소,0,0,1,2,1,2,0,0,0,0,10,10,1013310
천안지사,경부,서울,305.2,C,2008,12,목요일,야간,18,맑음,50,남자,운전자과실,과속,차-시설,아스팔트,우커브 500 미만,오르막 3% 미만,건조,양호,승용(JEEP),,램프,청주,0,0,1,2,3,8,0,0,0,0,0,20,662500
대전지사,경부,서울,304.9,C,2008,1,토요일,주간,18,맑음,40,남자,운전자과실,핸들과대조작,차-시설,아스팔트,직선,평탄,건조,양호,승용(자가),,본선,본선,0,2,2,3,3,11,0,0,0,0,0,15,1350000
대전지사,경부,서울,292.8,C,2008,1,화요일,주간,16,맑음,40,남자,운전자과실,졸음,차-시설,아스팔트,우커브 500 이상,오르막 3% 미만,건조,양호,특수차량,,본선,본선,0,1,2,2,1,10,0,0,0,0,110,170,0
대전지사,경부,서울,300.1,C,2008,2,월요일,주간,15,눈,40,남자,운전자과실,과속,차-시설,아스팔트,직선,평탄,습기,양호,승용(자가),,진출입부,남이분기점,0,1,1,2,1,10,0,0,0,0,20,20,707190
대전지사,경부,서울,293,C,2008,2,목요일,주간,8,맑음,50,남자,운전자과실,졸음,차-시설,콘크리트,직선,평탄,건조,양호,승용(JEEP),,TGHi,청원TG출구,0,0,1,1,1,0,0,0,0,0,10,10,1500000
대전지사,경부,서울,277.9,C,2008,3,수요일,주간,14,맑음,40,남자,운전자과실,졸음,차-시설,콘크리트,좌커브 500 미만,평탄,건조,양호,화물(중형),9.5톤,본선,본선,0,0,1,1,1,10,0,0,0,0,20,50,4306100
대전지사,경부,서울,274.2,C,2008,3,수요일,야간,2,맑음,40,남자,운전자과실,핸들과대조작,차-시설,아스팔트,우커브 500 이상,내리막 3% 미만,건조,양호,트레일러,25톤,본선,본선,0,0,2,3,1,20,0,0,0,0,90,155,12701800
대전지사,경부,서울,278.4,C,2008,3,금요일,야간,20,맑음,20,남자,운전자과실,안전거리미확보,차-시설,아스팔트,직선,평탄,건조,양호,승용(JEEP),,본선,본선,0,0,2,3,1,15,0,0,0,0,0,20,472870
대전지사,경부,서울,273.8,C,2008,3,일요일,주간,13,비,40,남자,운전자과실,과속,차-시설,아스팔트,우커브 500 이상,평탄,습기,양호,승용(자가),,본선,본선,0,1,1,0,1,13,0,0,0,0,10,35,1688230
대전지사,경부,서울,281.9,C,2008,4,금요일,야간,19,맑음,50,남자,차량결함,타이어 파손,차-시설,아스팔트,좌커브 500 이상,평탄,건조,양호,승용(자가),,본선,본선,0,0,1,2,1,5,0,0,0,0,0,15,870030
대전지사,경부,서울,298.6,C,2008,4,금요일,야간,21,맑음,0,남자,운전자과실,기타,차-시설,아스팔트,직선,내리막 3% 미만,건조,양호,특수차량,,본선,본선,0,0,2,3,1,30,0,0,0,0,0,30,591010
대전지사,경부,서울,278,C,2008,4,월요일,야간,4,맑음,40,남자,운전자과실,졸음,차-시설,아스팔트,좌커브 500 이상,내리막 3% 미만,건조,양호,트레일러,25톤,교량,회덕JCT램프(대전->북대전),0,1,1,2,3,15,0,0,0,0,150,150,10824000
대전지사,경부,서울,281.5,C,2008,4,월요일,야간,20,맑음,50,여자,기타,노면잡물,기타,아스팔트,직선,평탄,건조,양호,승용(자가),,본선,본선,0,0,4,8,1,20,0,0,0,0,0,30,0
대전지사,경부,서울,269.7,C,2008,5,화요일,주간,16,맑음,0,남자,운전자과실,핸들과대조작,차-시설,콘크리트,직선,오르막 3% 미만,건조,양호,화물(대형),8.5톤,터널,대전터널,0,0,1,2,1,3,0,0,0,0,23,30,31780000
대전지사,경부,서울,274.2,C,2008,5,목요일,야간,0,맑음,0,남자,운전자과실,졸음,차-시설,아스팔트,직선,내리막 3% 이상,건조,양호,화물(대형),18톤,본선,본선,0,0,1,1,1,10,0,0,0,0,20,70,2309300
대전지사,경부,서울,271.4,C,2008,5,수요일,주간,8,비,60,남자,운전자과실,과속,차-시설,아스팔트,직선,내리막 3% 미만,습기,양호,승용(자가),,본선,본선,0,1,2,3,1,12,0,0,0,0,15,30,1129900
대전지사,경부,서울,276.2,C,2008,5,금요일,주간,14,흐림,60,남자,차량결함,타이어 파손,차-시설,콘크리트,직선,내리막 3% 미만,건조,양호,승용(자가),,본선,본선,0,1,2,4,1,4,0,0,0,0,0,20,328460
대전지사,경부,서울,277.6,C,2008,6,금요일,주간,15,흐림,40,남자,운전자과실,졸음,차-시설,아스팔트,직선,내리막 3% 미만,건조,양호,화물(대형),19톤,본선,본선,0,0,1,1,1,20,0,0,0,0,10,50,2511020
대전지사,경부,서울,272,B,2008,7,금요일,주간,12,맑음,0,남자,운전자과실,핸들과대조작,단독,아스팔트,우커브 500 이상,내리막 3% 미만,건조,양호,트레일러,30톤,램프,대전IC 램프,0,1,1,1,3,15,0,0,0,0,93,165,2750000
대전지사,경부,서울,271.5,C,2008,7,일요일,주간,8,비,40,여자,운전자과실,과속,차-시설,아스팔트,직선,내리막,습기,양호,승용(자가),,본선,본선,0,0,1,2,1,10,0,0,0,0,30,30,1612600
대전지사,경부,서울,286.2,B,2008,8,일요일,야간,23,맑음,30,남자,운전자과실,음주,차-사람,아스팔트,좌커브 500 이상,평탄,건조,양호,승용(자가),,본선,본선,1,1,4,6,3,10,0,0,0,0,20,20,0
대전지사,경부,서울,287,C,2008,8,화요일,야간,6,비,30,남자,운전자과실,과속,차-시설,아스팔트,좌커브 500 이상,오르막 3% 미만,습기,양호,승합(소형),6인승,본선,본선,0,0,1,2,1,0,0,0,0,0,0,5,903920
대전지사,경부,서울,297,B,2008,9,수요일,주간,13,맑음,30,남자,기타,기타,추돌,아스팔트,직선,오르막 3% 미만,건조,양호,화물(중형),5톤,본선,본선,0,2,4,6,1,3,0,0,0,0,25,25,0
대전지사,경부,서울,269.2,B,2008,9,수요일,주간,7,맑음,50,남자,운전자과실,주시태만,차-시설,아스팔트,직선,오르막 3% 미만,건조,양호,특수차량,,본선,본선,1,2,1,2,1,19,0,0,0,0,74,74,881890
대전지사,경부,서울,279,C,2008,9,목요일,주간,17,맑음,50,남자,차량결함,엔진과열,화재,아스팔트,좌커브 500 이상,오르막 3% 이상,건조,양호,승용(자가),,본선,본선,0,0,1,2,1,15,0,0,0,0,0,45,2030000
대전지사,경부,서울,268,B,2008,10,월요일,주간,13,맑음,40,남자,운전자과실,졸음,추돌,콘크리트,직선,내리막 3% 미만,건조,양호,화물(대형),11.5톤,램프,비룡램프(옥천-판암),0,3,2,4,1,24,0,0,0,0,0,62,0
대전지사,경부,서울,278.2,C,2008,10,월요일,주간,13,맑음,60,남자,운전자과실,주시태만,추돌,아스팔트,직선,평탄,건조,양호,화물(중형),3.5톤,본선,본선,0,0,2,3,1,15,0,0,0,0,10,40,415700
대전지사,경부,서울,300.4,C,2008,10,토요일,야간,22,비,60,남자,운전자과실,과속,차-시설,아스팔트,좌커브 500 이상,오르막 3% 미만,습기,양호,승용(자가),,본선,본선,0,0,2,4,3,5,0,0,0,0,15,20,921390
대전지사,경부,서울,282,C,2008,11,수요일,주간,14,맑음,40,남자,운전자과실,주시태만,차-시설,아스팔트,우커브 500 이상,오르막 3% 미만,건조,양호,승합(소형),9인승,램프,신탄진IC램프,0,0,1,2,1,10,0,0,0,0,0,20,1197200
대전지사,경부,서울,301.5,C,2008,11,금요일,주간,14,흐림,40,남자,차량결함,타이어 파손,차-시설,아스팔트,좌커브 500 미만,평탄,건조,양호,승합(소형),9인승,본선,본선,0,1,2,4,3,15,0,0,0,0,0,30,3760000
대전지사,경부,서울,278.9,C,2008,12,일요일,야간,0,흐림,40,남자,운전자과실,졸음,차-시설,아스팔트,직선,평탄,결빙,양호,화물(중형),2.5톤,본선,본선,0,0,1,1,1,15,0,0,0,0,0,30,3203250
대전지사,경부,서울,293.2,C,2008,12,토요일,주간,11,맑음,30,남자,운전자과실,핸들과대조작,차-시설,아스팔트,직선,평탄,건조,양호,화물(소형),1톤,본선,본선,0,1,1,2,1,10,0,0,0,0,40,40,817608
영동지사,경부,서울,225.9,C,2008,1,토요일,야간,18,맑음,40,남자,운전자과실,졸음,추돌,콘크리트,직선,내리막 3% 미만,건조,양호,승용(JEEP),,본선,본선,0,1,3,5,5,0,0,0,0,0,20,20,0
영동지사,경부,서울,237.6,C,2008,1,일요일,주간,14,비,30,남자,운전자과실,추월불량,차-시설,콘크리트,좌커브 500 이상,내리막 3% 미만,습기,양호,승용(자가),,본선,본선,0,0,3,4,1,9,0,0,0,0,14,24,600000
영동지사,경부,서울,236,C,2008,1,화요일,야간,1,맑음,40,남자,운전자과실,졸음,추돌,콘크리트,직선,내리막 3% 미만,건조,양호,화물(대형),25톤,본선,본선,0,1,2,3,1,8,0,0,0,0,60,78,0
영동지사,경부,서울,264.7,C,2008,2,토요일,주간,14,흐림,40,남자,운전자과실,안전거리미확보,추돌,콘크리트,좌커브 500 이상,내리막 3% 미만,습기,양호,승합(대형),45인승,터널,증약터널,0,2,3,6,1,25,0,0,0,0,26,26,0
영동지사,경부,서울,233.2,B,2008,2,토요일,야간,3,흐림,40,남자,운전자과실,졸음,추돌,콘크리트,직선,내리막 3% 미만,건조,양호,승용(자가),,본선,본선,1,0,4,4,4,15,0,0,0,0,50,50,1079330
영동지사,경부,서울,229.3,C,2008,2,토요일,주간,7,맑음,30,남자,운전자과실,안전거리미확보,차-시설,아스팔트,우커브 500 미만,평탄,건조,양호,승용(영업),,휴게소,황간휴게소 서울,0,0,1,2,1,1,0,0,0,0,0,25,8294000
영동지사,경부,서울,255.1,C,2008,3,일요일,야간,4,흐림,30,남자,운전자과실,졸음,차-시설,콘크리트,직선,오르막 3% 미만,건조,양호,화물(대형),8톤,본선,본선,0,0,3,5,3,5,0,0,0,0,10,45,1489230
영동지사,경부,서울,238.6,C,2008,3,토요일,야간,19,비,40,남자,운전자과실,주시태만,차-시설,콘크리트,좌커브 500 이상,오르막 3% 미만,습기,양호,화물(중형),2.5톤,본선,본선,0,1,5,9,1,18,0,0,0,0,35,53,376960
영동지사,경부,서울,238.8,C,2008,4,수요일,야간,22,흐림,50,남자,운전자과실,졸음,차-시설,콘크리트,우커브 500 이상,오르막 3% 미만,건조,양호,화물(소형),0.5톤,본선,본선,0,0,1,2,1,2,0,0,0,0,57,57,5668340
영동지사,경부,서울,255.4,C,2008,6,일요일,주간,10,맑음,40,여자,운전자과실,핸들과대조작,차-시설,아스팔트,우커브 500 미만,내리막 3% 미만,건조,양호,승용(자가),,휴게소,옥천휴게소,0,1,1,2,1,10,0,0,0,0,0,20,2013830
영동지사,경부,서울,248.3,C,2008,6,토요일,야간,1,맑음,50,남자,기타,기타,차-시설,아스팔트,좌커브 500 이상,오르막 3% 이상,건조,양호,화물(대형),25톤,휴게소,금강휴게소,0,0,1,2,1,10,0,0,0,0,5,15,1050840
영동지사,경부,서울,242.5,C,2008,7,화요일,야간,4,맑음,30,남자,운전자과실,졸음,단독,콘크리트,직선,평탄,건조,양호,승용(자가),,본선,본선,0,0,1,1,1,15,0,0,0,0,15,39,4742010
영동지사,경부,서울,233.8,C,2008,7,월요일,야간,0,맑음,30,남자,운전자과실,과속,단독,아스팔트,직선,오르막 3% 미만,건조,양호,승용(자가),,본선,본선,0,1,1,2,1,4,0,0,0,0,29,31,2299000
영동지사,경부,서울,222.1,C,2008,8,토요일,주간,16,비,0,남자,운전자과실,과속,추돌,콘크리트,직선,오르막 3% 미만,습기,양호,승용(자가),,본선,본선,0,0,2,3,1,10,0,0,0,0,20,30,985590
영동지사,경부,서울,238,C,2008,9,수요일,주간,14,맑음,0,남자,운전자과실,안전거리미확보,추돌,콘크리트,직선,평탄,건조,양호,화물(대형),25톤,본선,본선,0,2,3,6,1,10,0,0,0,0,30,40,0
영동지사,경부,서울,253,C,2008,11,화요일,주간,15,흐림,30,남자,운전자과실,주시태만,추돌,콘크리트,직선,내리막 3% 미만,건조,양호,화물(소형),1톤,본선,본선,1,0,2,4,1,8,0,0,0,0,21,21,0
영동지사,경부,서울,242.3,C,2008,12,월요일,야간,7,비,40,남자,운전자과실,주시태만,추돌,콘크리트,직선,오르막 3% 미만,습기,양호,승용(JEEP),,본선,본선,0,1,3,6,1,5,0,0,0,0,40,50,0
영동지사,경부,서울,239,C,2008,12,월요일,주간,7,비,50,남자,운전자과실,주시태만,추돌,아스팔트,직선,오르막,습기,양호,승용(자가),,본선,본선,0,0,3,6,1,40,0,0,0,0,78,79,0
영동지사,경부,서울,226.7,B,2008,12,목요일,야간,19,맑음,40,남자,운전자과실,주시태만,차-사람,콘크리트,좌커브 500 이상,오르막,건조,양호,트레일러,40톤,본선,본선,1,0,2,4,1,10,0,0,0,0,40,55,0
구미지사,경부,서울,165.2,C,2008,1,월요일,야간,19,맑음,20,남자,운전자과실,주시태만,추돌,콘크리트,좌커브 500 이상,평탄,건조,양호,화물(대형),25톤,본선,본선,0,1,2,3,1,20,0,0,0,0,225,225,2091000
구미지사,경부,서울,144.4,C,2008,1,화요일,야간,18,흐림,50,남자,차량결함,하부장치,단독,콘크리트,직선,평탄,건조,양호,화물(중형),4.5톤,본선,본선,0,0,1,0,4,15,0,0,0,0,155,170,0
구미지사,경부,서울,174.2,B,2008,1,목요일,야간,4,맑음,50,남자,운전자과실,졸음,화재,아스팔트,좌커브 500 이상,평탄,건조,양호,화물(소형),1.5톤,교량,원평육교,1,0,1,0,3,22,0,0,0,0,65,65,17800000
구미지사,경부,서울,149.3,A,2008,1,목요일,주간,11,맑음,40,남자,운전자과실,졸음,추돌,콘크리트,좌커브 500 이상,오르막 3% 미만,건조,양호,특수차량,,본선,본선,0,4,2,2,1,15,0,0,0,0,95,105,836000
